label	value	min	max	vary	non-negative	stderr
kinetic.1	0.250031155775501	-inf	inf	True	False	
kinetic.2	0.9999470794313292	-inf	inf	True	False	
i.1	0.5	-inf	inf	False	False	
i.2	0.5	-inf	inf	False	False	
irf.1	0.4000020967373574	-inf	inf	True	False	
irf.2	0.05997848875340539	-inf	inf	True	False	
