,inputs.1,inputs.2,inputs.3,inputs.7,inputs.8,scale.1,scale.2,rates.k1,rates.k2,rates.k3,irf.center,irf.width,area.1
25,-0.6931471805599453,-1.948340348866104,-0.10880175110857651,-2.910407023523443,-0.95091933783696,1.0,1.0898770511005405,-1.189211819622486,1.4589123978806398,-0.4319609851116351,0.39761485590533674,0.06352626902950975,1.0
26,-0.6931471805599453,-1.948340348866104,-0.10880173620741534,-2.9104070668918873,-0.95091933783696,1.0,1.0898770511005405,-1.189211819622486,1.4589123978806398,-0.4319609851116351,0.39761485590533674,0.06352626902950975,1.0
27,-0.6931471805599453,-1.948340348866104,-0.10880173620741534,-2.910407023523443,-0.9509193527381212,1.0,1.0898770511005405,-1.189211819622486,1.4589123978806398,-0.4319609851116351,0.39761485590533674,0.06352626902950975,1.0
28,-0.6931471805599453,-1.948340348866104,-0.10880173620741534,-2.910407023523443,-0.95091933783696,1.0,1.0898770673409741,-1.189211819622486,1.4589123978806398,-0.4319609851116351,0.39761485590533674,0.06352626902950975,1.0
29,-0.6931471805599453,-1.948340348866104,-0.10880173620741534,-2.910407023523443,-0.95091933783696,1.0,1.0898770511005405,-1.1892118373431229,1.4589123978806398,-0.4319609851116351,0.39761485590533674,0.06352626902950975,1.0
30,-0.6931471805599453,-1.948340348866104,-0.10880173620741534,-2.910407023523443,-0.95091933783696,1.0,1.0898770511005405,-1.189211819622486,1.4589124196201286,-0.4319609851116351,0.39761485590533674,0.06352626902950975,1.0
31,-0.6931471805599453,-1.948340348866104,-0.10880173620741534,-2.910407023523443,-0.95091933783696,1.0,1.0898770511005405,-1.189211819622486,1.4589123978806398,-0.4319610000127962,0.39761485590533674,0.06352626902950975,1.0
32,-0.6931471805599453,-1.948340348866104,-0.10880173620741534,-2.910407023523443,-0.95091933783696,1.0,1.0898770511005405,-1.189211819622486,1.4589123978806398,-0.4319609851116351,0.39761487080649793,0.06352626902950975,1.0
33,-0.6931471805599453,-1.948340348866104,-0.10880173620741534,-2.910407023523443,-0.95091933783696,1.0,1.0898770511005405,-1.189211819622486,1.4589123978806398,-0.4319609851116351,0.39761485590533674,0.06352628393067095,1.0
34,-0.6931471805599453,-2.7124007068843774,-0.3036780787794523,-3.861990671556245,-1.3769569423502734,1.0,1.087524849086387,-1.3001834832636163,1.0340353050021194,-0.28444483813299115,0.4000271280463088,0.06004461468158849,1.0
35,-0.6931471805599453,-2.7124007473022975,-0.3036780787794523,-3.861990671556245,-1.3769569423502734,1.0,1.087524849086387,-1.3001834832636163,1.0340353050021194,-0.28444483813299115,0.4000271280463088,0.06004461468158849,1.0
36,-0.6931471805599453,-2.7124007068843774,-0.30367809368061344,-3.861990671556245,-1.3769569423502734,1.0,1.087524849086387,-1.3001834832636163,1.0340353050021194,-0.28444483813299115,0.4000271280463088,0.06004461468158849,1.0
37,-0.6931471805599453,-2.7124007068843774,-0.3036780787794523,-3.8619907291043902,-1.3769569423502734,1.0,1.087524849086387,-1.3001834832636163,1.0340353050021194,-0.28444483813299115,0.4000271280463088,0.06004461468158849,1.0
38,-0.6931471805599453,-2.7124007068843774,-0.3036780787794523,-3.861990671556245,-1.3769569628685308,1.0,1.087524849086387,-1.3001834832636163,1.0340353050021194,-0.28444483813299115,0.4000271280463088,0.06004461468158849,1.0
39,-0.6931471805599453,-2.7124007068843774,-0.3036780787794523,-3.861990671556245,-1.3769569423502734,1.0,1.08752486529177,-1.3001834832636163,1.0340353050021194,-0.28444483813299115,0.4000271280463088,0.06004461468158849,1.0
40,-0.6931471805599453,-2.7124007068843774,-0.3036780787794523,-3.861990671556245,-1.3769569423502734,1.0,1.087524849086387,-1.30018350263786,1.0340353050021194,-0.28444483813299115,0.4000271280463088,0.06004461468158849,1.0
41,-0.6931471805599453,-2.7124007068843774,-0.3036780787794523,-3.861990671556245,-1.3769569423502734,1.0,1.087524849086387,-1.3001834832636163,1.0340353204104462,-0.28444483813299115,0.4000271280463088,0.06004461468158849,1.0
42,-0.6931471805599453,-2.7124007068843774,-0.3036780787794523,-3.861990671556245,-1.3769569423502734,1.0,1.087524849086387,-1.3001834832636163,1.0340353050021194,-0.28444485303415223,0.4000271280463088,0.06004461468158849,1.0
43,-0.6931471805599453,-2.7124007068843774,-0.3036780787794523,-3.861990671556245,-1.3769569423502734,1.0,1.087524849086387,-1.3001834832636163,1.0340353050021194,-0.28444483813299115,0.40002714294747,0.06004461468158849,1.0
44,-0.6931471805599453,-2.7124007068843774,-0.3036780787794523,-3.861990671556245,-1.3769569423502734,1.0,1.087524849086387,-1.3001834832636163,1.0340353050021194,-0.28444483813299115,0.4000271280463088,0.060044629582749684,1.0
45,-0.6931471805599453,-2.28158731265203,-0.3353913157929063,-4.003945476855777,-1.344814291441798,1.0,1.1005725831055855,-1.3007256940717888,0.34330417910487715,-0.3274836852589976,0.3998500144830836,0.05984707456400221,1.0
46,-0.6931471805599453,-2.611370197683332,-0.3241365533664085,-3.999565867675149,-1.3497356454723397,1.0,1.1027305783579133,-1.2946473621363985,0.9244863736936,-0.30383694818386076,0.40032085176239474,0.060265104411896045,1.0
47,-0.6931471805599453,-2.6113702365957803,-0.3241365533664085,-3.999565867675149,-1.3497356454723397,1.0,1.1027305783579133,-1.2946473621363985,0.9244863736936,-0.30383694818386076,0.40032085176239474,0.060265104411896045,1.0
48,-0.6931471805599453,-2.611370197683332,-0.3241365682675697,-3.999565867675149,-1.3497356454723397,1.0,1.1027305783579133,-1.2946473621363985,0.9244863736936,-0.30383694818386076,0.40032085176239474,0.060265104411896045,1.0
49,-0.6931471805599453,-2.611370197683332,-0.3241365533664085,-3.999565927273325,-1.3497356454723397,1.0,1.1027305783579133,-1.2946473621363985,0.9244863736936,-0.30383694818386076,0.40032085176239474,0.060265104411896045,1.0
50,-0.6931471805599453,-2.611370197683332,-0.3241365533664085,-3.999565867675149,-1.3497356655849682,1.0,1.1027305783579133,-1.2946473621363985,0.9244863736936,-0.30383694818386076,0.40032085176239474,0.060265104411896045,1.0
51,-0.6931471805599453,-2.611370197683332,-0.3241365533664085,-3.999565867675149,-1.3497356454723397,1.0,1.1027305947898793,-1.2946473621363985,0.9244863736936,-0.30383694818386076,0.40032085176239474,0.060265104411896045,1.0
52,-0.6931471805599453,-2.611370197683332,-0.3241365533664085,-3.999565867675149,-1.3497356454723397,1.0,1.1027305783579133,-1.2946473814281476,0.9244863736936,-0.30383694818386076,0.40032085176239474,0.060265104411896045,1.0
53,-0.6931471805599453,-2.611370197683332,-0.3241365533664085,-3.999565867675149,-1.3497356454723397,1.0,1.1027305783579133,-1.2946473621363985,0.9244863885947612,-0.30383694818386076,0.40032085176239474,0.060265104411896045,1.0
54,-0.6931471805599453,-2.611370197683332,-0.3241365533664085,-3.999565867675149,-1.3497356454723397,1.0,1.1027305783579133,-1.2946473621363985,0.9244863736936,-0.3038369630850219,0.40032085176239474,0.060265104411896045,1.0
55,-0.6931471805599453,-2.611370197683332,-0.3241365533664085,-3.999565867675149,-1.3497356454723397,1.0,1.1027305783579133,-1.2946473621363985,0.9244863736936,-0.30383694818386076,0.40032086666355593,0.060265104411896045,1.0
56,-0.6931471805599453,-2.611370197683332,-0.3241365533664085,-3.999565867675149,-1.3497356454723397,1.0,1.1027305783579133,-1.2946473621363985,0.9244863736936,-0.30383694818386076,0.40032085176239474,0.06026511931305724,1.0
57,-0.6931471805599453,-2.4929189450793645,-0.317695361604631,-4.107558208256887,-1.3328892748877876,1.0,1.0993575589971325,-1.300368796881178,0.7946951242941775,-0.3087694448657682,0.4000666953892096,0.06002439879185898,1.0
58,-0.6931471805599453,-2.4929189822267515,-0.317695361604631,-4.107558208256887,-1.3328892748877876,1.0,1.0993575589971325,-1.300368796881178,0.7946951242941775,-0.3087694448657682,0.4000666953892096,0.06002439879185898,1.0
59,-0.6931471805599453,-2.4929189450793645,-0.3176953765057922,-4.107558208256887,-1.3328892748877876,1.0,1.0993575589971325,-1.300368796881178,0.7946951242941775,-0.3087694448657682,0.4000666953892096,0.06002439879185898,1.0
60,-0.6931471805599453,-2.4929189450793645,-0.317695361604631,-4.107558269464274,-1.3328892748877876,1.0,1.0993575589971325,-1.300368796881178,0.7946951242941775,-0.3087694448657682,0.4000666953892096,0.06002439879185898,1.0
61,-0.6931471805599453,-2.4929189450793645,-0.317695361604631,-4.107558208256887,-1.3328892947493856,1.0,1.0993575589971325,-1.300368796881178,0.7946951242941775,-0.3087694448657682,0.4000666953892096,0.06002439879185898,1.0
62,-0.6931471805599453,-2.4929189450793645,-0.317695361604631,-4.107558208256887,-1.3328892748877876,1.0,1.0993575753788367,-1.300368796881178,0.7946951242941775,-0.3087694448657682,0.4000666953892096,0.06002439879185898,1.0
63,-0.6931471805599453,-2.4929189450793645,-0.317695361604631,-4.107558208256887,-1.3328892748877876,1.0,1.0993575589971325,-1.300368816258183,0.7946951242941775,-0.3087694448657682,0.4000666953892096,0.06002439879185898,1.0
64,-0.6931471805599453,-2.4929189450793645,-0.317695361604631,-4.107558208256887,-1.3328892748877876,1.0,1.0993575589971325,-1.300368796881178,0.7946951391953386,-0.3087694448657682,0.4000666953892096,0.06002439879185898,1.0
65,-0.6931471805599453,-2.4929189450793645,-0.317695361604631,-4.107558208256887,-1.3328892748877876,1.0,1.0993575589971325,-1.300368796881178,0.7946951242941775,-0.30876945976692943,0.4000666953892096,0.06002439879185898,1.0
66,-0.6931471805599453,-2.4929189450793645,-0.317695361604631,-4.107558208256887,-1.3328892748877876,1.0,1.0993575589971325,-1.300368796881178,0.7946951242941775,-0.3087694448657682,0.4000667102903708,0.06002439879185898,1.0
67,-0.6931471805599453,-2.4929189450793645,-0.317695361604631,-4.107558208256887,-1.3328892748877876,1.0,1.0993575589971325,-1.300368796881178,0.7946951242941775,-0.3087694448657682,0.4000666953892096,0.060024413693020175,1.0
68,-0.6931471805599453,-2.233066303075949,-0.31011945718480627,-4.075533888112059,-1.3051596032121404,1.0,1.0969999532466512,-1.311741215156495,0.47556039784970533,-0.3280942443467931,0.39987041209805285,0.059838881558421424,1.0
69,-0.6931471805599453,-2.23306633635123,-0.31011945718480627,-4.075533888112059,-1.3051596032121404,1.0,1.0969999532466512,-1.311741215156495,0.47556039784970533,-0.3280942443467931,0.39987041209805285,0.059838881558421424,1.0
70,-0.6931471805599453,-2.233066303075949,-0.3101194720859674,-4.075533888112059,-1.3051596032121404,1.0,1.0969999532466512,-1.311741215156495,0.47556039784970533,-0.3280942443467931,0.39987041209805285,0.059838881558421424,1.0
71,-0.6931471805599453,-2.233066303075949,-0.31011945718480627,-4.075533948842246,-1.3051596032121404,1.0,1.0969999532466512,-1.311741215156495,0.47556039784970533,-0.3280942443467931,0.39987041209805285,0.059838881558421424,1.0
72,-0.6931471805599453,-2.233066303075949,-0.31011945718480627,-4.075533888112059,-1.305159622660534,1.0,1.0969999532466512,-1.311741215156495,0.47556039784970533,-0.3280942443467931,0.39987041209805285,0.059838881558421424,1.0
73,-0.6931471805599453,-2.233066303075949,-0.31011945718480627,-4.075533888112059,-1.3051596032121404,1.0,1.0969999695932244,-1.311741215156495,0.47556039784970533,-0.3280942443467931,0.39987041209805285,0.059838881558421424,1.0
74,-0.6931471805599453,-2.233066303075949,-0.31011945718480627,-4.075533888112059,-1.3051596032121404,1.0,1.0969999532466512,-1.3117412347029624,0.47556039784970533,-0.3280942443467931,0.39987041209805285,0.059838881558421424,1.0
75,-0.6931471805599453,-2.233066303075949,-0.31011945718480627,-4.075533888112059,-1.3051596032121404,1.0,1.0969999532466512,-1.311741215156495,0.4755604127508666,-0.3280942443467931,0.39987041209805285,0.059838881558421424,1.0
76,-0.6931471805599453,-2.233066303075949,-0.31011945718480627,-4.075533888112059,-1.3051596032121404,1.0,1.0969999532466512,-1.311741215156495,0.47556039784970533,-0.3280942592479543,0.39987041209805285,0.059838881558421424,1.0
77,-0.6931471805599453,-2.233066303075949,-0.31011945718480627,-4.075533888112059,-1.3051596032121404,1.0,1.0969999532466512,-1.311741215156495,0.47556039784970533,-0.3280942443467931,0.39987042699921405,0.059838881558421424,1.0
78,-0.6931471805599453,-2.233066303075949,-0.31011945718480627,-4.075533888112059,-1.3051596032121404,1.0,1.0969999532466512,-1.311741215156495,0.47556039784970533,-0.3280942443467931,0.39987041209805285,0.05983889645958262,1.0
79,-0.6931471805599453,-1.7717077359964055,-0.32289598236024264,-3.412366438757777,-1.2782243731135814,1.0,1.0986364720515953,-1.324827146229887,0.2978971055404921,-0.36875079106844266,0.3999256731436108,0.059890039577119046,1.0
80,-0.6931471805599453,-1.7717077623969082,-0.32289598236024264,-3.412366438757777,-1.2782243731135814,1.0,1.0986364720515953,-1.324827146229887,0.2978971055404921,-0.36875079106844266,0.3999256731436108,0.059890039577119046,1.0
81,-0.6931471805599453,-1.7717077359964055,-0.32289599726140383,-3.412366438757777,-1.2782243731135814,1.0,1.0986364720515953,-1.324827146229887,0.2978971055404921,-0.36875079106844266,0.3999256731436108,0.059890039577119046,1.0
82,-0.6931471805599453,-1.7717077359964055,-0.32289598236024264,-3.4123664896059993,-1.2782243731135814,1.0,1.0986364720515953,-1.324827146229887,0.2978971055404921,-0.36875079106844266,0.3999256731436108,0.059890039577119046,1.0
83,-0.6931471805599453,-1.7717077359964055,-0.32289598236024264,-3.412366438757777,-1.278224392160609,1.0,1.0986364720515953,-1.324827146229887,0.2978971055404921,-0.36875079106844266,0.3999256731436108,0.059890039577119046,1.0
84,-0.6931471805599453,-1.7717077359964055,-0.32289598236024264,-3.412366438757777,-1.2782243731135814,1.0,1.0986364884225546,-1.324827146229887,0.2978971055404921,-0.36875079106844266,0.3999256731436108,0.059890039577119046,1.0
85,-0.6931471805599453,-1.7717077359964055,-0.32289598236024264,-3.412366438757777,-1.2782243731135814,1.0,1.0986364720515953,-1.32482716597135,0.2978971055404921,-0.36875079106844266,0.3999256731436108,0.059890039577119046,1.0
86,-0.6931471805599453,-1.7717077359964055,-0.32289598236024264,-3.412366438757777,-1.2782243731135814,1.0,1.0986364720515953,-1.324827146229887,0.29789712044165323,-0.36875079106844266,0.3999256731436108,0.059890039577119046,1.0
87,-0.6931471805599453,-1.7717077359964055,-0.32289598236024264,-3.412366438757777,-1.2782243731135814,1.0,1.0986364720515953,-1.324827146229887,0.2978971055404921,-0.36875080596960386,0.3999256731436108,0.059890039577119046,1.0
88,-0.6931471805599453,-1.7717077359964055,-0.32289598236024264,-3.412366438757777,-1.2782243731135814,1.0,1.0986364720515953,-1.324827146229887,0.2978971055404921,-0.36875079106844266,0.399925688044772,0.059890039577119046,1.0
89,-0.6931471805599453,-1.7717077359964055,-0.32289598236024264,-3.412366438757777,-1.2782243731135814,1.0,1.0986364720515953,-1.324827146229887,0.2978971055404921,-0.36875079106844266,0.3999256731436108,0.05989005447828024,1.0
90,-0.6931471805599453,-1.6332285472091674,-0.33995306845322953,-3.261392939809423,-1.2765783034049731,1.0,1.098303662555867,-1.3288773114933536,0.2974555076052637,-0.39430111248395816,0.3999503848162468,0.05991426620135339,1.0
91,-0.6931471805599453,-1.6332285715461692,-0.33995306845322953,-3.261392939809423,-1.2765783034049731,1.0,1.098303662555867,-1.3288773114933536,0.2974555076052637,-0.39430111248395816,0.3999503848162468,0.05991426620135339,1.0
92,-0.6931471805599453,-1.6332285472091674,-0.33995308335439084,-3.261392939809423,-1.2765783034049731,1.0,1.098303662555867,-1.3288773114933536,0.2974555076052637,-0.39430111248395816,0.3999503848162468,0.05991426620135339,1.0
93,-0.6931471805599453,-1.6332285472091674,-0.33995306845322953,-3.261392988407965,-1.2765783034049731,1.0,1.098303662555867,-1.3288773114933536,0.2974555076052637,-0.39430111248395816,0.3999503848162468,0.05991426620135339,1.0
94,-0.6931471805599453,-1.6332285472091674,-0.33995306845322953,-3.261392939809423,-1.2765783224274723,1.0,1.098303662555867,-1.3288773114933536,0.2974555076052637,-0.39430111248395816,0.3999503848162468,0.05991426620135339,1.0
95,-0.6931471805599453,-1.6332285472091674,-0.33995306845322953,-3.261392939809423,-1.2765783034049731,1.0,1.098303678921867,-1.3288773114933536,0.2974555076052637,-0.39430111248395816,0.3999503848162468,0.05991426620135339,1.0
96,-0.6931471805599453,-1.6332285472091674,-0.33995306845322953,-3.261392939809423,-1.2765783034049731,1.0,1.098303662555867,-1.3288773312951687,0.2974555076052637,-0.39430111248395816,0.3999503848162468,0.05991426620135339,1.0
97,-0.6931471805599453,-1.6332285472091674,-0.33995306845322953,-3.261392939809423,-1.2765783034049731,1.0,1.098303662555867,-1.3288773114933536,0.29745552250642493,-0.39430111248395816,0.3999503848162468,0.05991426620135339,1.0
98,-0.6931471805599453,-1.6332285472091674,-0.33995306845322953,-3.261392939809423,-1.2765783034049731,1.0,1.098303662555867,-1.3288773114933536,0.2974555076052637,-0.39430112738511935,0.3999503848162468,0.05991426620135339,1.0
99,-0.6931471805599453,-1.6332285472091674,-0.33995306845322953,-3.261392939809423,-1.2765783034049731,1.0,1.098303662555867,-1.3288773114933536,0.2974555076052637,-0.39430111248395816,0.399950399717408,0.05991426620135339,1.0
100,-0.6931471805599453,-1.6332285472091674,-0.33995306845322953,-3.261392939809423,-1.2765783034049731,1.0,1.098303662555867,-1.3288773114933536,0.2974555076052637,-0.39430111248395816,0.3999503848162468,0.05991428110251459,1.0
101,-0.6931471805599453,-1.3829453704480383,-0.3677773779059843,-2.942870447416648,-1.274403423928427,1.0,1.0982829932102243,-1.3346468316737303,0.2228755818236344,-0.42977001056479797,0.3999768691503816,0.059941105254784806,1.0
102,-0.6931471805599453,-1.3829453910555303,-0.3677773779059843,-2.942870447416648,-1.274403423928427,1.0,1.0982829932102243,-1.3346468316737303,0.2228755818236344,-0.42977001056479797,0.3999768691503816,0.059941105254784806,1.0
103,-0.6931471805599453,-1.3829453704480383,-0.36777739280714544,-2.942870447416648,-1.274403423928427,1.0,1.0982829932102243,-1.3346468316737303,0.2228755818236344,-0.42977001056479797,0.3999768691503816,0.059941105254784806,1.0
104,-0.6931471805599453,-1.3829453704480383,-0.3677773779059843,-2.9428704912688346,-1.274403423928427,1.0,1.0982829932102243,-1.3346468316737303,0.2228755818236344,-0.42977001056479797,0.3999768691503816,0.059941105254784806,1.0
105,-0.6931471805599453,-1.3829453704480383,-0.3677773779059843,-2.942870447416648,-1.2744034429185178,1.0,1.0982829932102243,-1.3346468316737303,0.2228755818236344,-0.42977001056479797,0.3999768691503816,0.059941105254784806,1.0
106,-0.6931471805599453,-1.3829453704480383,-0.3677773779059843,-2.942870447416648,-1.274403423928427,1.0,1.0982830095759162,-1.3346468316737303,0.2228755818236344,-0.42977001056479797,0.3999768691503816,0.059941105254784806,1.0
107,-0.6931471805599453,-1.3829453704480383,-0.3677773779059843,-2.942870447416648,-1.274403423928427,1.0,1.0982829932102243,-1.334646851561518,0.2228755818236344,-0.42977001056479797,0.3999768691503816,0.059941105254784806,1.0
108,-0.6931471805599453,-1.3829453704480383,-0.3677773779059843,-2.942870447416648,-1.274403423928427,1.0,1.0982829932102243,-1.3346468316737303,0.22287559672479565,-0.42977001056479797,0.3999768691503816,0.059941105254784806,1.0
109,-0.6931471805599453,-1.3829453704480383,-0.3677773779059843,-2.942870447416648,-1.274403423928427,1.0,1.0982829932102243,-1.3346468316737303,0.2228755818236344,-0.42977002546595905,0.3999768691503816,0.059941105254784806,1.0
110,-0.6931471805599453,-1.3829453704480383,-0.3677773779059843,-2.942870447416648,-1.274403423928427,1.0,1.0982829932102243,-1.3346468316737303,0.2228755818236344,-0.42977001056479797,0.3999768840515428,0.059941105254784806,1.0
111,-0.6931471805599453,-1.3829453704480383,-0.3677773779059843,-2.942870447416648,-1.274403423928427,1.0,1.0982829932102243,-1.3346468316737303,0.2228755818236344,-0.42977001056479797,0.3999768691503816,0.059941120155946,1.0
112,-0.6931471805599453,-1.3168771051710597,-0.3790924688796954,-2.8663126066444105,-1.2723035892005554,1.0,1.0984819979902265,-1.3372386427472578,0.2135253055663473,-0.4465158277172347,0.39998797695873356,0.05995226650925484,1.0
113,-0.6931471805599453,-1.3168771247940578,-0.3790924688796954,-2.8663126066444105,-1.2723035892005554,1.0,1.0984819979902265,-1.3372386427472578,0.2135253055663473,-0.4465158277172347,0.39998797695873356,0.05995226650925484,1.0
114,-0.6931471805599453,-1.3168771051710597,-0.37909248378085664,-2.8663126066444105,-1.2723035892005554,1.0,1.0984819979902265,-1.3372386427472578,0.2135253055663473,-0.4465158277172347,0.39998797695873356,0.05995226650925484,1.0
115,-0.6931471805599453,-1.3168771051710597,-0.3790924688796954,-2.8663126493557964,-1.2723035892005554,1.0,1.0984819979902265,-1.3372386427472578,0.2135253055663473,-0.4465158277172347,0.39998797695873356,0.05995226650925484,1.0
116,-0.6931471805599453,-1.3168771051710597,-0.3790924688796954,-2.8663126066444105,-1.2723036081593564,1.0,1.0984819979902265,-1.3372386427472578,0.2135253055663473,-0.4465158277172347,0.39998797695873356,0.05995226650925484,1.0
117,-0.6931471805599453,-1.3168771051710597,-0.3790924688796954,-2.8663126066444105,-1.2723035892005554,1.0,1.0984820143588838,-1.3372386427472578,0.2135253055663473,-0.4465158277172347,0.39998797695873356,0.05995226650925484,1.0
118,-0.6931471805599453,-1.3168771051710597,-0.3790924688796954,-2.8663126066444105,-1.2723035892005554,1.0,1.0984819979902265,-1.3372386626736663,0.2135253055663473,-0.4465158277172347,0.39998797695873356,0.05995226650925484,1.0
119,-0.6931471805599453,-1.3168771051710597,-0.3790924688796954,-2.8663126066444105,-1.2723035892005554,1.0,1.0984819979902265,-1.3372386427472578,0.2135253204675084,-0.4465158277172347,0.39998797695873356,0.05995226650925484,1.0
120,-0.6931471805599453,-1.3168771051710597,-0.3790924688796954,-2.8663126066444105,-1.2723035892005554,1.0,1.0984819979902265,-1.3372386427472578,0.2135253055663473,-0.44651584261839583,0.39998797695873356,0.05995226650925484,1.0
121,-0.6931471805599453,-1.3168771051710597,-0.3790924688796954,-2.8663126066444105,-1.2723035892005554,1.0,1.0984819979902265,-1.3372386427472578,0.2135253055663473,-0.4465158277172347,0.39998799185989475,0.05995226650925484,1.0
122,-0.6931471805599453,-1.3168771051710597,-0.3790924688796954,-2.8663126066444105,-1.2723035892005554,1.0,1.0984819979902265,-1.3372386427472578,0.2135253055663473,-0.4465158277172347,0.39998797695873356,0.05995228141041603,1.0
