label,value,standard_error,expression,maximum,minimum,non_negative,vary
inputs.s1,0.5,None,None,,,False,False
inputs.s2,0.5,None,None,,,False,False
irf.center,0.4000020967378384,5.6028600789168805e-06,None,,,False,True
irf.width,0.05997848875409771,7.531090391431457e-06,None,,,False,True
rates.k1,0.2500311557952002,4.612231392952419e-05,None,,,False,True
rates.k2,0.9999470795123746,0.00015503031667595305,None,,,False,True
