iteration,input.1,input.0,irf.common_dispcenter,irf.data1_disp1,irf.data1_disp2,irf.center1,irf.width1,irf.center2,irf.width2,rates.kocfast,rates.kocslow,rates.kcocfast,rates.kcocslow,rates.k21,rates.k3total,rates.Tyield,rates.k33,rates.k43,rates.k44,mc_scale.1,mc_scale.2,rel.r1
0.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.21,0.05053,0.69,0.062,-1.2039728043259361,-3.2188758248682006,-0.5108256237659907,-2.525728644308255,1.6094379124341003,-3.9633162998156966,-1.2039728043259361,-4.319991243754429,-5.1672891041416324,-11.512925464970229,0.08999998509883878,0.9100000149011612,1.0
0.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2169708054545236,0.051298213639512175,0.683082609848036,0.0578149321796086,-1.5065244287593482,-3.344771544411973,-0.8133772481994029,-2.6516243638520276,0.8160007738691102,-3.9104092669234687,-1.2039728043259361,-4.267084210862201,-5.114382071249405,-11.512925464970229,0.15939082357860435,0.8406091764213957,1.0
0.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2169708235888017,0.051298213639512175,0.683082609848036,0.0578149321796086,-1.5065244287593482,-3.344771544411973,-0.8133772481994029,-2.6516243638520276,0.8160007738691102,-3.9104092669234687,-1.2039728043259361,-4.267084210862201,-5.114382071249405,-11.512925464970229,0.15939082357860435,0.8406091764213957,1.0
0.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2169708054545236,0.05129822854067337,0.683082609848036,0.0578149321796086,-1.5065244287593482,-3.344771544411973,-0.8133772481994029,-2.6516243638520276,0.8160007738691102,-3.9104092669234687,-1.2039728043259361,-4.267084210862201,-5.114382071249405,-11.512925464970229,0.15939082357860435,0.8406091764213957,1.0
0.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2169708054545236,0.051298213639512175,0.6830826247491972,0.0578149321796086,-1.5065244287593482,-3.344771544411973,-0.8133772481994029,-2.6516243638520276,0.8160007738691102,-3.9104092669234687,-1.2039728043259361,-4.267084210862201,-5.114382071249405,-11.512925464970229,0.15939082357860435,0.8406091764213957,1.0
0.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2169708054545236,0.051298213639512175,0.683082609848036,0.05781494708076979,-1.5065244287593482,-3.344771544411973,-0.8133772481994029,-2.6516243638520276,0.8160007738691102,-3.9104092669234687,-1.2039728043259361,-4.267084210862201,-5.114382071249405,-11.512925464970229,0.15939082357860435,0.8406091764213957,1.0
0.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2169708054545236,0.051298213639512175,0.683082609848036,0.0578149321796086,-1.5065244512083116,-3.344771544411973,-0.8133772706483663,-2.6516243638520276,0.8160007738691102,-3.9104092669234687,-1.2039728043259361,-4.267084210862201,-5.114382071249405,-11.512925464970229,0.15939082357860435,0.8406091764213957,1.0
0.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2169708054545236,0.051298213639512175,0.683082609848036,0.0578149321796086,-1.5065244287593482,-3.344771594252953,-0.8133772481994029,-2.6516244136930074,0.8160007738691102,-3.9104092669234687,-1.2039728043259361,-4.267084210862201,-5.114382071249405,-11.512925464970229,0.15939082357860435,0.8406091764213957,1.0
0.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2169708054545236,0.051298213639512175,0.683082609848036,0.0578149321796086,-1.5065244287593482,-3.344771544411973,-0.8133772481994029,-2.6516243638520276,0.8160007887702714,-3.9104092669234687,-1.2039728043259361,-4.267084210862201,-5.114382071249405,-11.512925464970229,0.15939082357860435,0.8406091764213957,1.0
0.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2169708054545236,0.051298213639512175,0.683082609848036,0.0578149321796086,-1.5065244287593482,-3.344771544411973,-0.8133772481994029,-2.6516243638520276,0.8160007738691102,-3.9104093251931076,-1.2039728043259361,-4.26708426913184,-5.1143821295190435,-11.512925464970229,0.15939082357860435,0.8406091764213957,1.0
0.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2169708054545236,0.051298213639512175,0.683082609848036,0.0578149321796086,-1.5065244287593482,-3.344771544411973,-0.8133772481994029,-2.6516243638520276,0.8160007738691102,-3.9104092669234687,-1.2039728043259361,-4.267084210862201,-5.114382071249405,-11.512925464970229,0.15939080867744315,0.8406091913225568,1.0
1.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2170957871515666,0.051404232854455015,0.6848505659377211,0.05827071225780157,-1.6065249487582318,-3.357484914413583,-0.9133777681982865,-2.6643377338536376,0.13154312803598137,-3.8994465072789137,-1.2039728043259361,-4.256121451217646,-5.103419311604849,-11.512925464970229,0.13282193447744461,0.8671780655225554,1.0
1.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2170958052877072,0.051404232854455015,0.6848505659377211,0.05827071225780157,-1.6065249487582318,-3.357484914413583,-0.9133777681982865,-2.6643377338536376,0.13154312803598137,-3.8994465072789137,-1.2039728043259361,-4.256121451217646,-5.103419311604849,-11.512925464970229,0.13282193447744461,0.8671780655225554,1.0
1.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2170957871515666,0.05140424775561621,0.6848505659377211,0.05827071225780157,-1.6065249487582318,-3.357484914413583,-0.9133777681982865,-2.6643377338536376,0.13154312803598137,-3.8994465072789137,-1.2039728043259361,-4.256121451217646,-5.103419311604849,-11.512925464970229,0.13282193447744461,0.8671780655225554,1.0
1.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2170957871515666,0.051404232854455015,0.6848505808388823,0.05827071225780157,-1.6065249487582318,-3.357484914413583,-0.9133777681982865,-2.6643377338536376,0.13154312803598137,-3.8994465072789137,-1.2039728043259361,-4.256121451217646,-5.103419311604849,-11.512925464970229,0.13282193447744461,0.8671780655225554,1.0
1.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2170957871515666,0.051404232854455015,0.6848505659377211,0.05827072715896276,-1.6065249487582318,-3.357484914413583,-0.9133777681982865,-2.6643377338536376,0.13154312803598137,-3.8994465072789137,-1.2039728043259361,-4.256121451217646,-5.103419311604849,-11.512925464970229,0.13282193447744461,0.8671780655225554,1.0
1.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2170957871515666,0.051404232854455015,0.6848505659377211,0.05827071225780157,-1.606524972697319,-3.357484914413583,-0.9133777921373737,-2.6643377338536376,0.13154312803598137,-3.8994465072789137,-1.2039728043259361,-4.256121451217646,-5.103419311604849,-11.512925464970229,0.13282193447744461,0.8671780655225554,1.0
1.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2170957871515666,0.051404232854455015,0.6848505659377211,0.05827071225780157,-1.6065249487582318,-3.357484964444007,-0.9133777681982865,-2.6643377838840614,0.13154312803598137,-3.8994465072789137,-1.2039728043259361,-4.256121451217646,-5.103419311604849,-11.512925464970229,0.13282193447744461,0.8671780655225554,1.0
1.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2170957871515666,0.051404232854455015,0.6848505659377211,0.05827071225780157,-1.6065249487582318,-3.357484914413583,-0.9133777681982865,-2.6643377338536376,0.13154314293714256,-3.8994465072789137,-1.2039728043259361,-4.256121451217646,-5.103419311604849,-11.512925464970229,0.13282193447744461,0.8671780655225554,1.0
1.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2170957871515666,0.051404232854455015,0.6848505659377211,0.05827071225780157,-1.6065249487582318,-3.357484914413583,-0.9133777681982865,-2.6643377338536376,0.13154312803598137,-3.899446565385195,-1.2039728043259361,-4.256121509323927,-5.103419369711131,-11.512925464970229,0.13282193447744461,0.8671780655225554,1.0
1.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2170957871515666,0.051404232854455015,0.6848505659377211,0.05827071225780157,-1.6065249487582318,-3.357484914413583,-0.9133777681982865,-2.6643377338536376,0.13154312803598137,-3.8994465072789137,-1.2039728043259361,-4.256121451217646,-5.103419311604849,-11.512925464970229,0.13282191957628342,0.8671780804237166,1.0
2.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2174406910802615,0.05153787588028001,0.6866012050212987,0.05903382333881424,-2.090626297850142,-3.3691236697468008,-1.3974791172901968,-2.6759764891868554,-0.36144902208188756,-3.886934055589815,-1.2039728043259361,-4.243608999528548,-5.090906859915751,-11.512925464970229,0.09410471238661622,0.9058952876133838,1.0
2.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2174407092215416,0.05153787588028001,0.6866012050212987,0.05903382333881424,-2.090626297850142,-3.3691236697468008,-1.3974791172901968,-2.6759764891868554,-0.36144902208188756,-3.886934055589815,-1.2039728043259361,-4.243608999528548,-5.090906859915751,-11.512925464970229,0.09410471238661622,0.9058952876133838,1.0
2.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2174406910802615,0.051537890781441206,0.6866012050212987,0.05903382333881424,-2.090626297850142,-3.3691236697468008,-1.3974791172901968,-2.6759764891868554,-0.36144902208188756,-3.886934055589815,-1.2039728043259361,-4.243608999528548,-5.090906859915751,-11.512925464970229,0.09410471238661622,0.9058952876133838,1.0
2.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2174406910802615,0.05153787588028001,0.6866012199224599,0.05903382333881424,-2.090626297850142,-3.3691236697468008,-1.3974791172901968,-2.6759764891868554,-0.36144902208188756,-3.886934055589815,-1.2039728043259361,-4.243608999528548,-5.090906859915751,-11.512925464970229,0.09410471238661622,0.9058952876133838,1.0
2.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2174406910802615,0.05153787588028001,0.6866012050212987,0.059033838239975434,-2.090626297850142,-3.3691236697468008,-1.3974791172901968,-2.6759764891868554,-0.36144902208188756,-3.886934055589815,-1.2039728043259361,-4.243608999528548,-5.090906859915751,-11.512925464970229,0.09410471238661622,0.9058952876133838,1.0
2.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2174406910802615,0.05153787588028001,0.6866012050212987,0.05903382333881424,-2.0906263290029017,-3.3691236697468008,-1.3974791484429563,-2.6759764891868554,-0.36144902208188756,-3.886934055589815,-1.2039728043259361,-4.243608999528548,-5.090906859915751,-11.512925464970229,0.09410471238661622,0.9058952876133838,1.0
2.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2174406910802615,0.05153787588028001,0.6866012050212987,0.05903382333881424,-2.090626297850142,-3.3691237199506556,-1.3974791172901968,-2.6759765393907102,-0.36144902208188756,-3.886934055589815,-1.2039728043259361,-4.243608999528548,-5.090906859915751,-11.512925464970229,0.09410471238661622,0.9058952876133838,1.0
2.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2174406910802615,0.05153787588028001,0.6866012050212987,0.05903382333881424,-2.090626297850142,-3.3691236697468008,-1.3974791172901968,-2.6759764891868554,-0.36144903698304864,-3.886934055589815,-1.2039728043259361,-4.243608999528548,-5.090906859915751,-11.512925464970229,0.09410471238661622,0.9058952876133838,1.0
2.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2174406910802615,0.05153787588028001,0.6866012050212987,0.05903382333881424,-2.090626297850142,-3.3691236697468008,-1.3974791172901968,-2.6759764891868554,-0.36144902208188756,-3.886934113509646,-1.2039728043259361,-4.243609057448378,-5.090906917835582,-11.512925464970229,0.09410471238661622,0.9058952876133838,1.0
2.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2174406910802615,0.05153787588028001,0.6866012050212987,0.05903382333881424,-2.090626297850142,-3.3691236697468008,-1.3974791172901968,-2.6759764891868554,-0.36144902208188756,-3.886934055589815,-1.2039728043259361,-4.243608999528548,-5.090906859915751,-11.512925464970229,0.09410469748545502,0.905895302514545,1.0
3.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2180858484076573,0.05173145470830102,0.687849920038852,0.05955126029320953,-2.7220329013830176,-3.3551276265005296,-2.028885720823072,-2.6619804459405843,-0.6483824673303761,-3.883664619502297,-1.2039728043259361,-4.2403395634410295,-5.087637423828233,-11.512925464970229,0.06277566705024795,0.937224332949752,1.0
3.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.218085866558551,0.05173145470830102,0.687849920038852,0.05955126029320953,-2.7220329013830176,-3.3551276265005296,-2.028885720823072,-2.6619804459405843,-0.6483824673303761,-3.883664619502297,-1.2039728043259361,-4.2403395634410295,-5.087637423828233,-11.512925464970229,0.06277566705024795,0.937224332949752,1.0
3.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2180858484076573,0.05173146960946221,0.687849920038852,0.05955126029320953,-2.7220329013830176,-3.3551276265005296,-2.028885720823072,-2.6619804459405843,-0.6483824673303761,-3.883664619502297,-1.2039728043259361,-4.2403395634410295,-5.087637423828233,-11.512925464970229,0.06277566705024795,0.937224332949752,1.0
3.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2180858484076573,0.05173145470830102,0.6878499349400132,0.05955126029320953,-2.7220329013830176,-3.3551276265005296,-2.028885720823072,-2.6619804459405843,-0.6483824673303761,-3.883664619502297,-1.2039728043259361,-4.2403395634410295,-5.087637423828233,-11.512925464970229,0.06277566705024795,0.937224332949752,1.0
3.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2180858484076573,0.05173145470830102,0.687849920038852,0.05955127519437072,-2.7220329013830176,-3.3551276265005296,-2.028885720823072,-2.6619804459405843,-0.6483824673303761,-3.883664619502297,-1.2039728043259361,-4.2403395634410295,-5.087637423828233,-11.512925464970229,0.06277566705024795,0.937224332949752,1.0
3.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2180858484076573,0.05173145470830102,0.687849920038852,0.05955126029320953,-2.7220329419444687,-3.3551276265005296,-2.0288857613845233,-2.6619804459405843,-0.6483824673303761,-3.883664619502297,-1.2039728043259361,-4.2403395634410295,-5.087637423828233,-11.512925464970229,0.06277566705024795,0.937224332949752,1.0
3.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2180858484076573,0.05173145470830102,0.687849920038852,0.05955126029320953,-2.7220329013830176,-3.3551276764958273,-2.028885720823072,-2.661980495935882,-0.6483824673303761,-3.883664619502297,-1.2039728043259361,-4.2403395634410295,-5.087637423828233,-11.512925464970229,0.06277566705024795,0.937224332949752,1.0
3.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2180858484076573,0.05173145470830102,0.687849920038852,0.05955126029320953,-2.7220329013830176,-3.3551276265005296,-2.028885720823072,-2.6619804459405843,-0.6483824822315375,-3.883664619502297,-1.2039728043259361,-4.2403395634410295,-5.087637423828233,-11.512925464970229,0.06277566705024795,0.937224332949752,1.0
3.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2180858484076573,0.05173145470830102,0.687849920038852,0.05955126029320953,-2.7220329013830176,-3.3551276265005296,-2.028885720823072,-2.6619804459405843,-0.6483824673303761,-3.8836646773734094,-1.2039728043259361,-4.240339621312142,-5.087637481699345,-11.512925464970229,0.06277566705024795,0.937224332949752,1.0
3.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2180858484076573,0.05173145470830102,0.687849920038852,0.05955126029320953,-2.7220329013830176,-3.3551276265005296,-2.028885720823072,-2.6619804459405843,-0.6483824673303761,-3.883664619502297,-1.2039728043259361,-4.2403395634410295,-5.087637423828233,-11.512925464970229,0.06277565214908676,0.9372243478509132,1.0
4.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2184872712606187,0.051780342306354483,0.6884893906590801,0.05977336250887485,-5.073687026339172,-3.4036286266223175,-4.380539845779227,-2.710481446062372,-0.7690758524361584,-3.884636768946314,-1.2039728043259361,-4.241311712885047,-5.08860957327225,-11.512925464970229,0.31140271076370307,0.6885972892362969,1.0
4.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2185118169569022,0.05179168277180872,0.688446685261817,0.05973228305251686,-3.296626233868337,-3.2911586502799812,-2.6034790533083916,-2.598011469720036,-0.7630700235957844,-3.892099040108672,-1.2039728043259361,-4.248773984047404,-5.096071844434608,-11.512925464970229,0.007198181118835523,0.9928018188811645,1.0
4.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2185118351141433,0.05179168277180872,0.688446685261817,0.05973228305251686,-3.296626233868337,-3.2911586502799812,-2.6034790533083916,-2.598011469720036,-0.7630700235957844,-3.892099040108672,-1.2039728043259361,-4.248773984047404,-5.096071844434608,-11.512925464970229,0.007198181118835523,0.9928018188811645,1.0
4.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2185118169569022,0.051791697672969914,0.688446685261817,0.05973228305251686,-3.296626233868337,-3.2911586502799812,-2.6034790533083916,-2.598011469720036,-0.7630700235957844,-3.892099040108672,-1.2039728043259361,-4.248773984047404,-5.096071844434608,-11.512925464970229,0.007198181118835523,0.9928018188811645,1.0
4.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2185118169569022,0.05179168277180872,0.6884467001629782,0.05973228305251686,-3.296626233868337,-3.2911586502799812,-2.6034790533083916,-2.598011469720036,-0.7630700235957844,-3.892099040108672,-1.2039728043259361,-4.248773984047404,-5.096071844434608,-11.512925464970229,0.007198181118835523,0.9928018188811645,1.0
4.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2185118169569022,0.05179168277180872,0.688446685261817,0.05973229795367806,-3.296626233868337,-3.2911586502799812,-2.6034790533083916,-2.598011469720036,-0.7630700235957844,-3.892099040108672,-1.2039728043259361,-4.248773984047404,-5.096071844434608,-11.512925464970229,0.007198181118835523,0.9928018188811645,1.0
4.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2185118169569022,0.05179168277180872,0.688446685261817,0.05973228305251686,-3.296626282991896,-3.2911586502799812,-2.6034791024319506,-2.598011469720036,-0.7630700235957844,-3.892099040108672,-1.2039728043259361,-4.248773984047404,-5.096071844434608,-11.512925464970229,0.007198181118835523,0.9928018188811645,1.0
4.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2185118169569022,0.05179168277180872,0.688446685261817,0.05973228305251686,-3.296626233868337,-3.2911586993220667,-2.6034790533083916,-2.5980115187621213,-0.7630700235957844,-3.892099040108672,-1.2039728043259361,-4.248773984047404,-5.096071844434608,-11.512925464970229,0.007198181118835523,0.9928018188811645,1.0
4.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2185118169569022,0.05179168277180872,0.688446685261817,0.05973228305251686,-3.296626233868337,-3.2911586502799812,-2.6034790533083916,-2.598011469720036,-0.7630700384969455,-3.892099040108672,-1.2039728043259361,-4.248773984047404,-5.096071844434608,-11.512925464970229,0.007198181118835523,0.9928018188811645,1.0
4.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2185118169569022,0.05179168277180872,0.688446685261817,0.05973228305251686,-3.296626233868337,-3.2911586502799812,-2.6034790533083916,-2.598011469720036,-0.7630700235957844,-3.8920990981054673,-1.2039728043259361,-4.2487740420442,-5.096071902431404,-11.512925464970229,0.007198181118835523,0.9928018188811645,1.0
4.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2185118169569022,0.05179168277180872,0.688446685261817,0.05973228305251686,-3.296626233868337,-3.2911586502799812,-2.6034790533083916,-2.598011469720036,-0.7630700235957844,-3.892099040108672,-1.2039728043259361,-4.248773984047404,-5.096071844434608,-11.512925464970229,0.007198166217674329,0.9928018337823257,1.0
5.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.218697586037278,0.05178629826134917,0.6886269114468713,0.05972895225179423,-2.744868073070153,-3.3323170142972316,-2.0517208925102075,-2.639169833737286,-0.7634526312096972,-3.8817877384795096,-1.2039728043259361,-4.238462682418242,-5.0857605428054455,-11.512925464970229,-0.20333855745160245,1.2033385574516025,1.0
5.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2186976039273687,0.05178631169658803,0.6886268578979213,0.05972890823418817,-3.163107647165439,-3.3284171186957727,-2.4699604666054937,-2.6352699381358273,-0.7634284984286752,-3.8817731230018406,-1.2039728043259361,-4.238448066940573,-5.0857459273277765,-11.512925464970229,-0.04367402934760767,1.0436740293476077,1.0
5.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2186976220873782,0.05178631169658803,0.6886268578979213,0.05972890823418817,-3.163107647165439,-3.3284171186957727,-2.4699604666054937,-2.6352699381358273,-0.7634284984286752,-3.8817731230018406,-1.2039728043259361,-4.238448066940573,-5.0857459273277765,-11.512925464970229,-0.04367402934760767,1.0436740293476077,1.0
5.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2186976039273687,0.051786326597749226,0.6886268578979213,0.05972890823418817,-3.163107647165439,-3.3284171186957727,-2.4699604666054937,-2.6352699381358273,-0.7634284984286752,-3.8817731230018406,-1.2039728043259361,-4.238448066940573,-5.0857459273277765,-11.512925464970229,-0.04367402934760767,1.0436740293476077,1.0
5.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2186976039273687,0.05178631169658803,0.6886268727990825,0.05972890823418817,-3.163107647165439,-3.3284171186957727,-2.4699604666054937,-2.6352699381358273,-0.7634284984286752,-3.8817731230018406,-1.2039728043259361,-4.238448066940573,-5.0857459273277765,-11.512925464970229,-0.04367402934760767,1.0436740293476077,1.0
5.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2186976039273687,0.05178631169658803,0.6886268578979213,0.05972892313534937,-3.163107647165439,-3.3284171186957727,-2.4699604666054937,-2.6352699381358273,-0.7634284984286752,-3.8817731230018406,-1.2039728043259361,-4.238448066940573,-5.0857459273277765,-11.512925464970229,-0.04367402934760767,1.0436740293476077,1.0
5.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2186976039273687,0.05178631169658803,0.6886268578979213,0.05972890823418817,-3.163107694299416,-3.3284171186957727,-2.4699605137394705,-2.6352699381358273,-0.7634284984286752,-3.8817731230018406,-1.2039728043259361,-4.238448066940573,-5.0857459273277765,-11.512925464970229,-0.04367402934760767,1.0436740293476077,1.0
5.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2186976039273687,0.05178631169658803,0.6886268578979213,0.05972890823418817,-3.163107647165439,-3.328417168293053,-2.4699604666054937,-2.6352699877331074,-0.7634284984286752,-3.8817731230018406,-1.2039728043259361,-4.238448066940573,-5.0857459273277765,-11.512925464970229,-0.04367402934760767,1.0436740293476077,1.0
5.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2186976039273687,0.05178631169658803,0.6886268578979213,0.05972890823418817,-3.163107647165439,-3.3284171186957727,-2.4699604666054937,-2.6352699381358273,-0.7634285133298363,-3.8817731230018406,-1.2039728043259361,-4.238448066940573,-5.0857459273277765,-11.512925464970229,-0.04367402934760767,1.0436740293476077,1.0
5.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2186976039273687,0.05178631169658803,0.6886268578979213,0.05972890823418817,-3.163107647165439,-3.3284171186957727,-2.4699604666054937,-2.6352699381358273,-0.7634284984286752,-3.8817731808447675,-1.2039728043259361,-4.2384481247835,-5.085745985170703,-11.512925464970229,-0.04367402934760767,1.0436740293476077,1.0
5.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2186976039273687,0.05178631169658803,0.6886268578979213,0.05972890823418817,-3.163107647165439,-3.3284171186957727,-2.4699604666054937,-2.6352699381358273,-0.7634284984286752,-3.8817731230018406,-1.2039728043259361,-4.238448066940573,-5.0857459273277765,-11.512925464970229,-0.0436740448995625,1.0436740448995625,1.0
6.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2187778442978359,0.051780835248660305,0.6887124479059291,0.05973382474291388,-3.0222834963345186,-3.2726242471312132,-2.3291363157745733,-2.579477066571268,-0.7765373512713166,-3.884923207393925,-1.2039728043259361,-4.241598151332657,-5.088896011719861,-11.512925464970229,-0.29767160521956915,1.2976716052195691,1.0
6.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.218777862459041,0.051780835248660305,0.6887124479059291,0.05973382474291388,-3.0222834963345186,-3.2726242471312132,-2.3291363157745733,-2.579477066571268,-0.7765373512713166,-3.884923207393925,-1.2039728043259361,-4.241598151332657,-5.088896011719861,-11.512925464970229,-0.29767160521956915,1.2976716052195691,1.0
6.0,1.0,0.0,550.0,-0.840490937,-0.354524136,1.2187778442978359,0.0517808501498215,0.6887124479059291,0.05973382474291388,-3.0222834963345186,-3.2726242471312132,-2.3291363157745733,-2.579477066571268,-0.7765373512713166,-3.884923207393925,-1.2039728043259361,-4.241598151332657,-5.088896011719861,-11.512925464970229,-0.29767160521956915,1.2976716052195691,1.0
