iteration,inputs.1,inputs.0,inputs.iC,scale.1,rel.r1,b.1,b.2,rates.k1sum,rates.k1,rates.k2,rates.k3,rates.k4,rates.k5,rates.kC,irf.center,irf.width,irf.dispc,irf.disp1,irf.disp2,irf.disp3
0.0,1.0,0.0,1.0,1.0,1.0,-1.8124277360070642,-0.1782386746955368,2.251232721266572,0.43880498525950773,2.072994046571035,-1.0109574620462631,-3.220763386039985,-3.9137046986027566,4.59511985013459,1.2007189656424786,0.061137631678969795,550.0,0.2931293304654843,-0.07828511802514374,0.005743797979841647
0.0,1.0,0.0,1.0,1.0,1.0,-1.8124277360070642,-0.1782386746955368,2.251232721266572,0.43880498525950773,2.072994046571035,-1.0109574620462631,-3.2207633380468716,-3.913704756921501,4.59511985013459,1.2007189656424786,0.061137631678969795,550.0,0.2931293304654843,-0.07828511802514374,0.005743797979841647
0.0,1.0,0.0,1.0,1.0,1.0,-1.8124277360070642,-0.1782386746955368,2.251232721266572,0.43880498525950773,2.072994046571035,-1.0109574620462631,-3.2207633380468716,-3.9137046986027566,4.59511985013459,1.2007189835345855,0.061137631678969795,550.0,0.2931293304654843,-0.07828511802514374,0.005743797979841647
0.0,1.0,0.0,1.0,1.0,1.0,-1.8124277360070642,-0.1782386746955368,2.251232721266572,0.43880498525950773,2.072994046571035,-1.0109574620462631,-3.2207633380468716,-3.9137046986027566,4.59511985013459,1.2007189656424786,0.06113764658013099,550.0,0.2931293304654843,-0.07828511802514374,0.005743797979841647
0.0,1.0,0.0,1.0,1.0,1.0,-1.8124277360070642,-0.1782386746955368,2.251232721266572,0.43880498525950773,2.072994046571035,-1.0109574620462631,-3.2207633380468716,-3.9137046986027566,4.59511985013459,1.2007189656424786,0.061137631678969795,550.0,0.2931293453666455,-0.07828511802514374,0.005743797979841647
0.0,1.0,0.0,1.0,1.0,1.0,-1.8124277360070642,-0.1782386746955368,2.251232721266572,0.43880498525950773,2.072994046571035,-1.0109574620462631,-3.2207633380468716,-3.9137046986027566,4.59511985013459,1.2007189656424786,0.061137631678969795,550.0,0.2931293304654843,-0.07828513292630493,0.005743797979841647
0.0,1.0,0.0,1.0,1.0,1.0,-1.8124277360070642,-0.1782386746955368,2.251232721266572,0.43880498525950773,2.072994046571035,-1.0109574620462631,-3.2207633380468716,-3.9137046986027566,4.59511985013459,1.2007189656424786,0.061137631678969795,550.0,0.2931293304654843,-0.07828511802514374,0.005743812881002841
1.0,1.0,0.0,1.0,1.0,1.0,-1.9014669731809297,-0.16175377163216018,2.251232721266572,0.3497657480856421,2.0894789496344117,-1.0525932356304868,-3.2057194847682613,-3.912878994071598,4.59511985013459,1.1992828209601023,0.059230284308865344,550.0,0.30211562150144045,-0.07150632229753982,0.003703883291792854
1.0,1.0,0.0,1.0,1.0,1.0,-1.8326978296690566,-0.17433122374267437,2.251232721266572,0.4185348915975154,2.0769014975238975,-1.0187665031471225,-3.2202615574485134,-3.909930363626901,4.59511985013459,1.1987742296286366,0.05906499883393828,550.0,0.301785708557085,-0.07100653919723562,0.003688435064244875
1.0,1.0,0.0,1.0,1.0,1.0,-1.8138845566297903,-0.177954680925606,2.251232721266572,0.4373481646367816,2.073278040340966,-1.0115353419868476,-3.2203851184907064,-3.9124962338086076,4.59511985013459,1.2006569195925687,0.05948653891766085,550.0,0.2968856874306911,-0.07401289953174565,0.005650131957943864
1.0,1.0,0.0,1.0,1.0,1.0,-1.8138845836587765,-0.17795467566113873,2.251232721266572,0.43734813760779556,2.0732780456054334,-1.0115353419868476,-3.2203851184907064,-3.9124962338086076,4.59511985013459,1.2006569195925687,0.05948653891766085,550.0,0.2968856874306911,-0.07401289953174565,0.005650131957943864
1.0,1.0,0.0,1.0,1.0,1.0,-1.8138845566297903,-0.177954680925606,2.251232721266572,0.4373481646367816,2.073278040340966,-1.0115353570598988,-3.2203851184907064,-3.9124962338086076,4.59511985013459,1.2006569195925687,0.05948653891766085,550.0,0.2968856874306911,-0.07401289953174565,0.005650131957943864
1.0,1.0,0.0,1.0,1.0,1.0,-1.8138845566297903,-0.177954680925606,2.251232721266572,0.4373481646367816,2.073278040340966,-1.0115353419868476,-3.220385166478184,-3.9124962338086076,4.59511985013459,1.2006569195925687,0.05948653891766085,550.0,0.2968856874306911,-0.07401289953174565,0.005650131957943864
1.0,1.0,0.0,1.0,1.0,1.0,-1.8138845566297903,-0.177954680925606,2.251232721266572,0.4373481646367816,2.073278040340966,-1.0115353419868476,-3.2203851184907064,-3.9124962921093447,4.59511985013459,1.2006569195925687,0.05948653891766085,550.0,0.2968856874306911,-0.07401289953174565,0.005650131957943864
1.0,1.0,0.0,1.0,1.0,1.0,-1.8138845566297903,-0.177954680925606,2.251232721266572,0.4373481646367816,2.073278040340966,-1.0115353419868476,-3.2203851184907064,-3.9124962338086076,4.59511985013459,1.200656937483751,0.05948653891766085,550.0,0.2968856874306911,-0.07401289953174565,0.005650131957943864
1.0,1.0,0.0,1.0,1.0,1.0,-1.8138845566297903,-0.177954680925606,2.251232721266572,0.4373481646367816,2.073278040340966,-1.0115353419868476,-3.2203851184907064,-3.9124962338086076,4.59511985013459,1.2006569195925687,0.05948655381882204,550.0,0.2968856874306911,-0.07401289953174565,0.005650131957943864
1.0,1.0,0.0,1.0,1.0,1.0,-1.8138845566297903,-0.177954680925606,2.251232721266572,0.4373481646367816,2.073278040340966,-1.0115353419868476,-3.2203851184907064,-3.9124962338086076,4.59511985013459,1.2006569195925687,0.05948653891766085,550.0,0.2968857023318523,-0.07401289953174565,0.005650131957943864
1.0,1.0,0.0,1.0,1.0,1.0,-1.8138845566297903,-0.177954680925606,2.251232721266572,0.4373481646367816,2.073278040340966,-1.0115353419868476,-3.2203851184907064,-3.9124962338086076,4.59511985013459,1.2006569195925687,0.05948653891766085,550.0,0.2968856874306911,-0.07401291443290685,0.005650131957943864
1.0,1.0,0.0,1.0,1.0,1.0,-1.8138845566297903,-0.177954680925606,2.251232721266572,0.4373481646367816,2.073278040340966,-1.0115353419868476,-3.2203851184907064,-3.9124962338086076,4.59511985013459,1.2006569195925687,0.05948653891766085,550.0,0.2968856874306911,-0.07401289953174565,0.005650146859105058
2.0,1.0,0.0,1.0,1.0,1.0,-1.8139559517599313,-0.17794077580534945,2.251232721266572,0.43727676950664063,2.0732919454612224,-1.0115651721837529,-3.2203619449770082,-3.9124301873538885,4.59511985013459,1.1999328725833251,0.06025339050266022,550.0,0.2961722380424145,-0.07477392986744433,0.005164166067359764
2.0,1.0,0.0,1.0,1.0,1.0,-1.8139559787899813,-0.17794077054112398,2.251232721266572,0.43727674247659076,2.073291950725448,-1.0115651721837529,-3.2203619449770082,-3.9124301873538885,4.59511985013459,1.1999328725833251,0.06025339050266022,550.0,0.2961722380424145,-0.07477392986744433,0.005164166067359764
2.0,1.0,0.0,1.0,1.0,1.0,-1.8139559517599313,-0.17794077580534945,2.251232721266572,0.43727676950664063,2.0732919454612224,-1.0115651872572486,-3.2203619449770082,-3.9124301873538885,4.59511985013459,1.1999328725833251,0.06025339050266022,550.0,0.2961722380424145,-0.07477392986744433,0.005164166067359764
2.0,1.0,0.0,1.0,1.0,1.0,-1.8139559517599313,-0.17794077580534945,2.251232721266572,0.43727676950664063,2.0732919454612224,-1.0115651721837529,-3.2203619929641407,-3.9124301873538885,4.59511985013459,1.1999328725833251,0.06025339050266022,550.0,0.2961722380424145,-0.07477392986744433,0.005164166067359764
2.0,1.0,0.0,1.0,1.0,1.0,-1.8139559517599313,-0.17794077580534945,2.251232721266572,0.43727676950664063,2.0732919454612224,-1.0115651721837529,-3.2203619449770082,-3.9124302456536415,4.59511985013459,1.1999328725833251,0.06025339050266022,550.0,0.2961722380424145,-0.07477392986744433,0.005164166067359764
2.0,1.0,0.0,1.0,1.0,1.0,-1.8139559517599313,-0.17794077580534945,2.251232721266572,0.43727676950664063,2.0732919454612224,-1.0115651721837529,-3.2203619449770082,-3.9124301873538885,4.59511985013459,1.1999328904637183,0.06025339050266022,550.0,0.2961722380424145,-0.07477392986744433,0.005164166067359764
2.0,1.0,0.0,1.0,1.0,1.0,-1.8139559517599313,-0.17794077580534945,2.251232721266572,0.43727676950664063,2.0732919454612224,-1.0115651721837529,-3.2203619449770082,-3.9124301873538885,4.59511985013459,1.1999328725833251,0.06025340540382142,550.0,0.2961722380424145,-0.07477392986744433,0.005164166067359764
2.0,1.0,0.0,1.0,1.0,1.0,-1.8139559517599313,-0.17794077580534945,2.251232721266572,0.43727676950664063,2.0732919454612224,-1.0115651721837529,-3.2203619449770082,-3.9124301873538885,4.59511985013459,1.1999328725833251,0.06025339050266022,550.0,0.2961722529435757,-0.07477392986744433,0.005164166067359764
2.0,1.0,0.0,1.0,1.0,1.0,-1.8139559517599313,-0.17794077580534945,2.251232721266572,0.43727676950664063,2.0732919454612224,-1.0115651721837529,-3.2203619449770082,-3.9124301873538885,4.59511985013459,1.1999328725833251,0.06025339050266022,550.0,0.2961722380424145,-0.07477394476860552,0.005164166067359764
2.0,1.0,0.0,1.0,1.0,1.0,-1.8139559517599313,-0.17794077580534945,2.251232721266572,0.43727676950664063,2.0732919454612224,-1.0115651721837529,-3.2203619449770082,-3.9124301873538885,4.59511985013459,1.1999328725833251,0.06025339050266022,550.0,0.2961722380424145,-0.07477392986744433,0.005164180968520958
3.0,1.0,0.0,1.0,1.0,1.0,-1.8143254209789874,-0.17786883586870872,2.251232721266572,0.43690730028758457,2.073363885397863,-1.0117169282616545,-3.220270606378417,-3.9121467518405155,4.59511985013459,1.1991031866198327,0.060887936016361006,550.0,0.2954047807903083,-0.07520023411403717,0.005745167902287974
3.0,1.0,0.0,1.0,1.0,1.0,-1.814325448014543,-0.17786883060573466,2.251232721266572,0.43690727325202894,2.073363890660837,-1.0117169282616545,-3.220270606378417,-3.9121467518405155,4.59511985013459,1.1991031866198327,0.060887936016361006,550.0,0.2954047807903083,-0.07520023411403717,0.005745167902287974
3.0,1.0,0.0,1.0,1.0,1.0,-1.8143254209789874,-0.17786883586870872,2.251232721266572,0.43690730028758457,2.073363885397863,-1.0117169433374116,-3.220270606378417,-3.9121467518405155,4.59511985013459,1.1991031866198327,0.060887936016361006,550.0,0.2954047807903083,-0.07520023411403717,0.005745167902287974
3.0,1.0,0.0,1.0,1.0,1.0,-1.8143254209789874,-0.17786883586870872,2.251232721266572,0.43690730028758457,2.073363885397863,-1.0117169282616545,-3.2202706543641884,-3.9121467518405155,4.59511985013459,1.1991031866198327,0.060887936016361006,550.0,0.2954047807903083,-0.07520023411403717,0.005745167902287974
3.0,1.0,0.0,1.0,1.0,1.0,-1.8143254209789874,-0.17786883586870872,2.251232721266572,0.43690730028758457,2.073363885397863,-1.0117169282616545,-3.220270606378417,-3.912146810136045,4.59511985013459,1.1991031866198327,0.060887936016361006,550.0,0.2954047807903083,-0.07520023411403717,0.005745167902287974
3.0,1.0,0.0,1.0,1.0,1.0,-1.8143254209789874,-0.17786883586870872,2.251232721266572,0.43690730028758457,2.073363885397863,-1.0117169282616545,-3.220270606378417,-3.9121467518405155,4.59511985013459,1.1991032044878627,0.060887936016361006,550.0,0.2954047807903083,-0.07520023411403717,0.005745167902287974
3.0,1.0,0.0,1.0,1.0,1.0,-1.8143254209789874,-0.17786883586870872,2.251232721266572,0.43690730028758457,2.073363885397863,-1.0117169282616545,-3.220270606378417,-3.9121467518405155,4.59511985013459,1.1991031866198327,0.0608879509175222,550.0,0.2954047807903083,-0.07520023411403717,0.005745167902287974
3.0,1.0,0.0,1.0,1.0,1.0,-1.8143254209789874,-0.17786883586870872,2.251232721266572,0.43690730028758457,2.073363885397863,-1.0117169282616545,-3.220270606378417,-3.9121467518405155,4.59511985013459,1.1991031866198327,0.060887936016361006,550.0,0.2954047956914695,-0.07520023411403717,0.005745167902287974
3.0,1.0,0.0,1.0,1.0,1.0,-1.8143254209789874,-0.17786883586870872,2.251232721266572,0.43690730028758457,2.073363885397863,-1.0117169282616545,-3.220270606378417,-3.9121467518405155,4.59511985013459,1.1991031866198327,0.060887936016361006,550.0,0.2954047807903083,-0.07520024901519837,0.005745167902287974
3.0,1.0,0.0,1.0,1.0,1.0,-1.8143254209789874,-0.17786883586870872,2.251232721266572,0.43690730028758457,2.073363885397863,-1.0117169282616545,-3.220270606378417,-3.9121467518405155,4.59511985013459,1.1991031866198327,0.060887936016361006,550.0,0.2954047807903083,-0.07520023411403717,0.005745182803449168
4.0,1.0,0.0,1.0,1.0,1.0,-1.816625364848908,-0.17742172343342816,2.251232721266572,0.434607356417664,2.0738109978331436,-1.0126349318847097,-3.2200857123548987,-3.91121149500999,4.59511985013459,1.1992762200256124,0.0611105200995675,550.0,0.2941778382565809,-0.07544892014475693,0.00679495185418621
4.0,1.0,0.0,1.0,1.0,1.0,-1.8166253919187354,-0.1774217181782386,2.251232721266572,0.4346073293478365,2.073811003088333,-1.0126349318847097,-3.2200857123548987,-3.91121149500999,4.59511985013459,1.1992762200256124,0.0611105200995675,550.0,0.2941778382565809,-0.07544892014475693,0.00679495185418621
4.0,1.0,0.0,1.0,1.0,1.0,-1.816625364848908,-0.17742172343342816,2.251232721266572,0.434607356417664,2.0738109978331436,-1.012634946974146,-3.2200857123548987,-3.91121149500999,4.59511985013459,1.1992762200256124,0.0611105200995675,550.0,0.2941778382565809,-0.07544892014475693,0.00679495185418621
4.0,1.0,0.0,1.0,1.0,1.0,-1.816625364848908,-0.17742172343342816,2.251232721266572,0.434607356417664,2.0738109978331436,-1.0126349318847097,-3.220085760337915,-3.91121149500999,4.59511985013459,1.1992762200256124,0.0611105200995675,550.0,0.2941778382565809,-0.07544892014475693,0.00679495185418621
4.0,1.0,0.0,1.0,1.0,1.0,-1.816625364848908,-0.17742172343342816,2.251232721266572,0.434607356417664,2.0738109978331436,-1.0126349318847097,-3.2200857123548987,-3.911211553291583,4.59511985013459,1.1992762200256124,0.0611105200995675,550.0,0.2941778382565809,-0.07544892014475693,0.00679495185418621
4.0,1.0,0.0,1.0,1.0,1.0,-1.816625364848908,-0.17742172343342816,2.251232721266572,0.434607356417664,2.0738109978331436,-1.0126349318847097,-3.2200857123548987,-3.91121149500999,4.59511985013459,1.1992762378962207,0.0611105200995675,550.0,0.2941778382565809,-0.07544892014475693,0.00679495185418621
4.0,1.0,0.0,1.0,1.0,1.0,-1.816625364848908,-0.17742172343342816,2.251232721266572,0.434607356417664,2.0738109978331436,-1.0126349318847097,-3.2200857123548987,-3.91121149500999,4.59511985013459,1.1992762200256124,0.061110535000728695,550.0,0.2941778382565809,-0.07544892014475693,0.00679495185418621
4.0,1.0,0.0,1.0,1.0,1.0,-1.816625364848908,-0.17742172343342816,2.251232721266572,0.434607356417664,2.0738109978331436,-1.0126349318847097,-3.2200857123548987,-3.91121149500999,4.59511985013459,1.1992762200256124,0.0611105200995675,550.0,0.2941778531577421,-0.07544892014475693,0.00679495185418621
4.0,1.0,0.0,1.0,1.0,1.0,-1.816625364848908,-0.17742172343342816,2.251232721266572,0.434607356417664,2.0738109978331436,-1.0126349318847097,-3.2200857123548987,-3.91121149500999,4.59511985013459,1.1992762200256124,0.0611105200995675,550.0,0.2941778382565809,-0.07544893504591813,0.00679495185418621
4.0,1.0,0.0,1.0,1.0,1.0,-1.816625364848908,-0.17742172343342816,2.251232721266572,0.434607356417664,2.0738109978331436,-1.0126349318847097,-3.2200857123548987,-3.91121149500999,4.59511985013459,1.1992762200256124,0.0611105200995675,550.0,0.2941778382565809,-0.07544892014475693,0.006794966755347404
5.0,1.0,0.0,1.0,1.0,1.0,-1.821263062885875,-0.17652387357696672,2.251232721266572,0.42996965838069695,2.0747088476896054,-1.014490152579314,-3.2200870858567407,-3.9103116830765665,4.59511985013459,1.199966011983074,0.06138823782460506,550.0,0.29125347144152997,-0.07672584520244677,0.008427544372415097
5.0,1.0,0.0,1.0,1.0,1.0,-1.8212630900248095,-0.17652386833744518,2.251232721266572,0.42996963124176246,2.0747088529291267,-1.014490152579314,-3.2200870858567407,-3.9103116830765665,4.59511985013459,1.199966011983074,0.06138823782460506,550.0,0.29125347144152997,-0.07672584520244677,0.008427544372415097
5.0,1.0,0.0,1.0,1.0,1.0,-1.821263062885875,-0.17652387357696672,2.251232721266572,0.42996965838069695,2.0747088476896054,-1.0144901676963953,-3.2200870858567407,-3.9103116830765665,4.59511985013459,1.199966011983074,0.06138823782460506,550.0,0.29125347144152997,-0.07672584520244677,0.008427544372415097
5.0,1.0,0.0,1.0,1.0,1.0,-1.821263062885875,-0.17652387357696672,2.251232721266572,0.42996965838069695,2.0747088476896054,-1.014490152579314,-3.2200871338397774,-3.9103116830765665,4.59511985013459,1.199966011983074,0.06138823782460506,550.0,0.29125347144152997,-0.07672584520244677,0.008427544372415097
5.0,1.0,0.0,1.0,1.0,1.0,-1.821263062885875,-0.17652387357696672,2.251232721266572,0.42996965838069695,2.0747088476896054,-1.014490152579314,-3.2200870858567407,-3.910311741344751,4.59511985013459,1.199966011983074,0.06138823782460506,550.0,0.29125347144152997,-0.07672584520244677,0.008427544372415097
5.0,1.0,0.0,1.0,1.0,1.0,-1.821263062885875,-0.17652387357696672,2.251232721266572,0.42996965838069695,2.0747088476896054,-1.014490152579314,-3.2200870858567407,-3.9103116830765665,4.59511985013459,1.199966029863961,0.06138823782460506,550.0,0.29125347144152997,-0.07672584520244677,0.008427544372415097
5.0,1.0,0.0,1.0,1.0,1.0,-1.821263062885875,-0.17652387357696672,2.251232721266572,0.42996965838069695,2.0747088476896054,-1.014490152579314,-3.2200870858567407,-3.9103116830765665,4.59511985013459,1.199966011983074,0.06138825272576626,550.0,0.29125347144152997,-0.07672584520244677,0.008427544372415097
5.0,1.0,0.0,1.0,1.0,1.0,-1.821263062885875,-0.17652387357696672,2.251232721266572,0.42996965838069695,2.0747088476896054,-1.014490152579314,-3.2200870858567407,-3.9103116830765665,4.59511985013459,1.199966011983074,0.06138823782460506,550.0,0.29125348634269116,-0.07672584520244677,0.008427544372415097
5.0,1.0,0.0,1.0,1.0,1.0,-1.821263062885875,-0.17652387357696672,2.251232721266572,0.42996965838069695,2.0747088476896054,-1.014490152579314,-3.2200870858567407,-3.9103116830765665,4.59511985013459,1.199966011983074,0.06138823782460506,550.0,0.29125347144152997,-0.07672586010360796,0.008427544372415097
5.0,1.0,0.0,1.0,1.0,1.0,-1.821263062885875,-0.17652387357696672,2.251232721266572,0.42996965838069695,2.0747088476896054,-1.014490152579314,-3.2200870858567407,-3.9103116830765665,4.59511985013459,1.199966011983074,0.06138823782460506,550.0,0.29125347144152997,-0.07672584520244677,0.008427559273576291
6.0,1.0,0.0,1.0,1.0,1.0,-1.8325521181108848,-0.17435897688764085,2.251232721266572,0.4186806031556871,2.076873744378931,-1.0191407720171504,-3.220140594621968,-3.9093537166670496,4.59511985013459,1.2009421387618902,0.061228199622370756,550.0,0.2893771820904715,-0.07684418069365002,0.009889576443302323
6.0,1.0,0.0,1.0,1.0,1.0,-1.8325521454180393,-0.1743589716860965,2.251232721266572,0.4186805758485326,2.0768737495804754,-1.0191407720171504,-3.220140594621968,-3.9093537166670496,4.59511985013459,1.2009421387618902,0.061228199622370756,550.0,0.2893771820904715,-0.07684418069365002,0.009889576443302323
6.0,1.0,0.0,1.0,1.0,1.0,-1.8325521181108848,-0.17435897688764085,2.251232721266572,0.4186806031556871,2.076873744378931,-1.0191407872035312,-3.220140594621968,-3.9093537166670496,4.59511985013459,1.2009421387618902,0.061228199622370756,550.0,0.2893771820904715,-0.07684418069365002,0.009889576443302323
6.0,1.0,0.0,1.0,1.0,1.0,-1.8325521181108848,-0.17435897688764085,2.251232721266572,0.4186806031556871,2.076873744378931,-1.0191407720171504,-3.220140642605802,-3.9093537166670496,4.59511985013459,1.2009421387618902,0.061228199622370756,550.0,0.2893771820904715,-0.07684418069365002,0.009889576443302323
6.0,1.0,0.0,1.0,1.0,1.0,-1.8325521181108848,-0.17435897688764085,2.251232721266572,0.4186806031556871,2.076873744378931,-1.0191407720171504,-3.220140594621968,-3.9093537749209593,4.59511985013459,1.2009421387618902,0.061228199622370756,550.0,0.2893771820904715,-0.07684418069365002,0.009889576443302323
6.0,1.0,0.0,1.0,1.0,1.0,-1.8325521181108848,-0.17435897688764085,2.251232721266572,0.4186806031556871,2.076873744378931,-1.0191407720171504,-3.220140594621968,-3.9093537166670496,4.59511985013459,1.2009421566573226,0.061228199622370756,550.0,0.2893771820904715,-0.07684418069365002,0.009889576443302323
6.0,1.0,0.0,1.0,1.0,1.0,-1.8325521181108848,-0.17435897688764085,2.251232721266572,0.4186806031556871,2.076873744378931,-1.0191407720171504,-3.220140594621968,-3.9093537166670496,4.59511985013459,1.2009421387618902,0.06122821452353195,550.0,0.2893771820904715,-0.07684418069365002,0.009889576443302323
6.0,1.0,0.0,1.0,1.0,1.0,-1.8325521181108848,-0.17435897688764085,2.251232721266572,0.4186806031556871,2.076873744378931,-1.0191407720171504,-3.220140594621968,-3.9093537166670496,4.59511985013459,1.2009421387618902,0.061228199622370756,550.0,0.28937719699163267,-0.07684418069365002,0.009889576443302323
6.0,1.0,0.0,1.0,1.0,1.0,-1.8325521181108848,-0.17435897688764085,2.251232721266572,0.4186806031556871,2.076873744378931,-1.0191407720171504,-3.220140594621968,-3.9093537166670496,4.59511985013459,1.2009421387618902,0.061228199622370756,550.0,0.2893771820904715,-0.07684419559481122,0.009889576443302323
6.0,1.0,0.0,1.0,1.0,1.0,-1.8325521181108848,-0.17435897688764085,2.251232721266572,0.4186806031556871,2.076873744378931,-1.0191407720171504,-3.220140594621968,-3.9093537166670496,4.59511985013459,1.2009421387618902,0.061228199622370756,550.0,0.2893771820904715,-0.07684418069365002,0.009889591344463516
7.0,1.0,0.0,1.0,1.0,1.0,-1.8325521181108848,-0.17435897688764085,2.251232721266572,0.4186806031556871,2.076873744378931,-1.0191407720171504,-3.220140594621968,-3.9093537166670496,4.59511985013459,1.2009421387618902,0.061228199622370756,550.0,0.2893771820904715,-0.07684418069365002,0.009889576443302323
