iteration,inputs.s1,inputs.s2,irf.center,irf.width,rates.k1,rates.k2,area.1
0.0,0.5,0.5,0.4,0.05,0.2,1.1,1.0
0.0,0.5,0.5,0.4,0.05,0.2,1.1,1.0
0.0,0.5,0.5000000149011612,0.4,0.05,0.2,1.1,1.0
0.0,0.5,0.5,0.4000000149011612,0.05,0.2,1.1,1.0
0.0,0.5,0.5,0.4,0.0500000149011612,0.2,1.1,1.0
0.0,0.5,0.5,0.4,0.05,0.2000000149011612,1.1,1.0
0.0,0.5,0.5,0.4,0.05,0.2,1.1000000163912773,1.0
0.0,0.5,0.6598412119825618,0.3998371233461656,0.05903996697553437,0.24606783181308384,1.0003913290789674,1.0
0.0,0.5,0.659841226883723,0.3998371233461656,0.05903996697553437,0.24606783181308384,1.0003913290789674,1.0
0.0,0.5,0.6598412119825618,0.3998371382473268,0.05903996697553437,0.24606783181308384,1.0003913290789674,1.0
0.0,0.5,0.6598412119825618,0.3998371233461656,0.05903998187669556,0.24606783181308384,1.0003913290789674,1.0
0.0,0.5,0.6598412119825618,0.3998371233461656,0.05903996697553437,0.24606784671424503,1.0003913290789674,1.0
0.0,0.5,0.6598412119825618,0.3998371233461656,0.05903996697553437,0.24606783181308384,1.00039134398596,1.0
1.0,0.5,0.6809596780561137,0.39999975526774423,0.0599733304864365,0.25002433909593397,0.9999092682859276,1.0
1.0,0.5,0.6809596929572749,0.39999975526774423,0.0599733304864365,0.25002433909593397,0.9999092682859276,1.0
1.0,0.5,0.6809596780561137,0.3999997701689054,0.0599733304864365,0.25002433909593397,0.9999092682859276,1.0
1.0,0.5,0.6809596780561137,0.39999975526774423,0.059973345387597694,0.25002433909593397,0.9999092682859276,1.0
1.0,0.5,0.6809596780561137,0.39999975526774423,0.0599733304864365,0.25002435399709516,0.9999092682859276,1.0
1.0,0.5,0.6809596780561137,0.39999975526774423,0.0599733304864365,0.25002433909593397,0.9999092831870888,1.0
2.0,0.5,0.6810942428317349,0.4000020969915457,0.0599784890210709,0.2500311544212284,0.9999470768992479,1.0
2.0,0.5,0.6810942577328961,0.4000020969915457,0.0599784890210709,0.2500311544212284,0.9999470768992479,1.0
2.0,0.5,0.6810942428317349,0.4000021118927069,0.0599784890210709,0.2500311544212284,0.9999470768992479,1.0
2.0,0.5,0.6810942428317349,0.4000020969915457,0.05997850392223209,0.2500311544212284,0.9999470768992479,1.0
2.0,0.5,0.6810942428317349,0.4000020969915457,0.0599784890210709,0.2500311693223896,0.9999470768992479,1.0
2.0,0.5,0.6810942428317349,0.4000020969915457,0.0599784890210709,0.2500311544212284,0.9999470918004091,1.0
3.0,0.5,0.6810942784018442,0.4000020967376144,0.05997848875352218,0.2500311557529085,0.9999470794312493,1.0
3.0,0.5,0.6810942515545867,0.40000209675043924,0.0599784887604614,0.25003115422019956,0.9999470787274889,1.0
3.0,0.5,0.6810942664557479,0.40000209675043924,0.0599784887604614,0.25003115422019956,0.9999470787274889,1.0
3.0,0.5,0.6810942515545867,0.40000211165160043,0.0599784887604614,0.25003115422019956,0.9999470787274889,1.0
3.0,0.5,0.6810942515545867,0.40000209675043924,0.05997850366162259,0.25003115422019956,0.9999470787274889,1.0
3.0,0.5,0.6810942515545867,0.40000209675043924,0.0599784887604614,0.25003116912136075,0.9999470787274889,1.0
3.0,0.5,0.6810942515545867,0.40000209675043924,0.0599784887604614,0.25003115422019956,0.9999470936286501,1.0
4.0,0.5,0.6810942515545867,0.40000209675043924,0.0599784887604614,0.25003115422019956,0.9999470787274889,1.0
