iteration,rates.k1,rates.k2,rates.k3,inputs.1,inputs.2,inputs.3,inputs.7,inputs.8,inputs.9,inputs.10,irf.center1,irf.center2,irf.center3,irf.width,irf.dispc,irf.disp1,irf.disp2,scale.1,scale.2,scale.3,pen.1,area.1
0.0,-2.995732273553991,-0.6931471805599453,0.6931471805599453,-0.6931471805599453,-2.9759296462578115,-1.3783261914707137,-2.954590330222816,-1.5141277326297755,-2.952672784093544,-1.514127755192037,0.4,0.4,0.4,0.06,500.0,0.01,0.001,1.0,1.3,1.1,1.0,1.0
0.0,-2.995732273553991,-0.6931471805599453,0.6931471805599453,-0.6931471805599453,-2.9759296462578115,-1.3783261914707137,-2.954590330222816,-1.5141277326297755,-2.952672784093544,-1.5141277326297755,0.4000000149011612,0.4,0.4,0.06,500.0,0.01,0.001,1.0,1.3,1.1,1.0,1.0
0.0,-2.995732273553991,-0.6931471805599453,0.6931471805599453,-0.6931471805599453,-2.9759296462578115,-1.3783261914707137,-2.954590330222816,-1.5141277326297755,-2.952672784093544,-1.5141277326297755,0.4,0.4000000149011612,0.4,0.06,500.0,0.01,0.001,1.0,1.3,1.1,1.0,1.0
0.0,-2.995732273553991,-0.6931471805599453,0.6931471805599453,-0.6931471805599453,-2.9759296462578115,-1.3783261914707137,-2.954590330222816,-1.5141277326297755,-2.952672784093544,-1.5141277326297755,0.4,0.4,0.4000000149011612,0.06,500.0,0.01,0.001,1.0,1.3,1.1,1.0,1.0
0.0,-2.995732273553991,-0.6931471805599453,0.6931471805599453,-0.6931471805599453,-2.9759296462578115,-1.3783261914707137,-2.954590330222816,-1.5141277326297755,-2.952672784093544,-1.5141277326297755,0.4,0.4,0.4,0.06000001490116119,500.0,0.01,0.001,1.0,1.3,1.1,1.0,1.0
0.0,-2.995732273553991,-0.6931471805599453,0.6931471805599453,-0.6931471805599453,-2.9759296462578115,-1.3783261914707137,-2.954590330222816,-1.5141277326297755,-2.952672784093544,-1.5141277326297755,0.4,0.4,0.4,0.06,500.0,0.010000014901161194,0.001,1.0,1.3,1.1,1.0,1.0
0.0,-2.995732273553991,-0.6931471805599453,0.6931471805599453,-0.6931471805599453,-2.9759296462578115,-1.3783261914707137,-2.954590330222816,-1.5141277326297755,-2.952672784093544,-1.5141277326297755,0.4,0.4,0.4,0.06,500.0,0.01,0.0010000149011611939,1.0,1.3,1.1,1.0,1.0
0.0,-2.995732273553991,-0.6931471805599453,0.6931471805599453,-0.6931471805599453,-2.9759296462578115,-1.3783261914707137,-2.954590330222816,-1.5141277326297755,-2.952672784093544,-1.5141277326297755,0.4,0.4,0.4,0.06,500.0,0.01,0.001,1.0,1.3000000193715096,1.1,1.0,1.0
0.0,-2.995732273553991,-0.6931471805599453,0.6931471805599453,-0.6931471805599453,-2.9759296462578115,-1.3783261914707137,-2.954590330222816,-1.5141277326297755,-2.952672784093544,-1.5141277326297755,0.4,0.4,0.4,0.06,500.0,0.01,0.001,1.0,1.3,1.1000000163912773,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.9947710846306017,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018412885457,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423393499832,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491041230227,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530754335903,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507327458685,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.022459313145569,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.0334684186553535,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.2188953889571634,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091659378357164,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081267035047544,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004233539084523,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106218035382473,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974842622142326,-0.001621033854931011,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.0016210487560922048,1.0,1.1320337760345718,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337929031896,1.0549362393616049,1.0,1.0
0.0,-2.994771040005036,-0.7054018263873845,0.6878423244488221,-0.6931471805599453,-2.316491006711821,-1.3934530546695216,-1.9176507041706463,-1.0224592979097382,-2.033468388354313,-1.218895370794207,0.40091657888241045,0.4081266886035932,0.42004232048968404,0.06106216545266353,500.0,0.006974827720981132,-0.001621033854931011,1.0,1.1320337760345718,1.05493625508138,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143854574393,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215301779025,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409762719051,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338863725039,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643276050916,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266320163060978,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572492573368,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851327351282,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138623272402,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047874377902676,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.40941167481414137,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054772325815,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.059895777089229024,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.009260405787347084,0.00012955565338518488,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012957055454637873,1.0,1.2523419769535395,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419956148891,1.1352409202038607,1.0,1.0
1.0,-2.994143809958173,-0.7008215152767413,0.7765409613707439,-0.6931471805599453,-1.7151338608150177,-1.3887643069108908,-1.3266319965377407,-0.8650572343561757,-1.4869851105773233,-1.0963138459908908,0.40047872887786556,0.4094116599129802,0.4198054623314203,0.05989576218806783,500.0,0.00926039088618589,0.00012955565338518488,1.0,1.2523419769535395,1.1352409371202687,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957448265263737,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695196501822,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.834859532123439,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.29369177245104,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739610399036,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350196622582,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.9276833896739453,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385174000932259,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971759783497,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014513643536653,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993217868506676,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001769400110295,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.0599802156294128,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.010095870306460624,0.0010750660943561637,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750809955173575,1.0,1.315006235134361,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006254729481,1.1687792885969066,1.0,1.0
2.0,-2.9957447818862977,-0.6752695047490209,0.8348595172222778,-0.6931471805599453,-1.2936917531735306,-1.6359739366619923,-1.0208350044506314,-0.927683374772784,-1.1385173831279949,-1.2120971579166946,0.40014512153420534,0.40993216378390557,0.42001767909994175,0.05998020072825161,500.0,0.01009585540529943,0.0010750660943561637,1.0,1.315006235134361,1.1687793060130751,1.0,1.0
3.0,-2.9959150412194835,-0.6747794018722812,0.8388243520245741,-0.6931471805599453,-1.1956358661876467,-1.7199937363005298,-0.9311396225457748,-0.9560421382364795,-1.0439075090226104,-1.2519565765244285,0.40002543151337594,0.4099988050922797,0.4200051101974315,0.059985041547418363,500.0,0.010024581682865262,0.0010313192909545802,1.0,1.3054939577321367,1.16352819870606,1.0,1.0
3.0,-2.9959150858620966,-0.6747794018722812,0.8388243520245741,-0.6931471805599453,-1.1956358661876467,-1.7199937363005298,-0.9311396225457748,-0.9560421382364795,-1.0439075090226104,-1.2519565765244285,0.40002543151337594,0.4099988050922797,0.4200051101974315,0.059985041547418363,500.0,0.010024581682865262,0.0010313192909545802,1.0,1.3054939577321367,1.16352819870606,1.0,1.0
3.0,-2.9959150412194835,-0.6747794167734423,0.8388243520245741,-0.6931471805599453,-1.1956358661876467,-1.7199937363005298,-0.9311396225457748,-0.9560421382364795,-1.0439075090226104,-1.2519565765244285,0.40002543151337594,0.4099988050922797,0.4200051101974315,0.059985041547418363,500.0,0.010024581682865262,0.0010313192909545802,1.0,1.3054939577321367,1.16352819870606,1.0,1.0
