iteration,rates.k1,rates.k2,rates.k3,inputs.1,inputs.2,inputs.3,inputs.7,inputs.8,inputs.9,inputs.10,irf.center,irf.width,scale.1,scale.2,scale.3,pen.1,area.1
0.0,-2.995929572094441,0.6918564066538299,-0.6938557064769837,-0.6931471805599453,-1.8246905554713422,-1.1666391292084024,-1.131606815631501,-0.879179236263853,-1.4192686795085032,-1.012625379065904,0.4000083257566007,0.059978570016953815,1.0,1.2723606993692766,1.1361699874697113,1.0,1.0
0.0,-2.995929572094441,0.6918563917526687,-0.6938557213781449,-0.6931471805599453,-1.8246905554713422,-1.1666391292084024,-1.131606815631501,-0.879179236263853,-1.4192686795085032,-1.012625379065904,0.4000083257566007,0.059978570016953815,1.0,1.2723606993692766,1.1361699874697113,1.0,1.0
0.0,-2.995929572094441,0.6918563917526687,-0.6938557064769837,-0.6931471805599453,-1.8246905826613502,-1.1666391292084024,-1.131606815631501,-0.879179236263853,-1.4192686795085032,-1.012625379065904,0.4000083257566007,0.059978570016953815,1.0,1.2723606993692766,1.1361699874697113,1.0,1.0
0.0,-2.995929572094441,0.6918563917526687,-0.6938557064769837,-0.6931471805599453,-1.8246905554713422,-1.1666391465926802,-1.131606815631501,-0.879179236263853,-1.4192686795085032,-1.012625379065904,0.4000083257566007,0.059978570016953815,1.0,1.2723606993692766,1.1361699874697113,1.0,1.0
0.0,-2.995929572094441,0.6918563917526687,-0.6938557064769837,-0.6931471805599453,-1.8246905554713422,-1.1666391292084024,-1.1316068324937565,-0.879179236263853,-1.4192686795085032,-1.012625379065904,0.4000083257566007,0.059978570016953815,1.0,1.2723606993692766,1.1361699874697113,1.0,1.0
0.0,-2.995929572094441,0.6918563917526687,-0.6938557064769837,-0.6931471805599453,-1.8246905554713422,-1.1666391292084024,-1.131606815631501,-0.8791792511650142,-1.4192686795085032,-1.012625379065904,0.4000083257566007,0.059978570016953815,1.0,1.2723606993692766,1.1361699874697113,1.0,1.0
0.0,-2.995929572094441,0.6918563917526687,-0.6938557064769837,-0.6931471805599453,-1.8246905554713422,-1.1666391292084024,-1.131606815631501,-0.879179236263853,-1.4192687006572546,-1.012625379065904,0.4000083257566007,0.059978570016953815,1.0,1.2723606993692766,1.1361699874697113,1.0,1.0
0.0,-2.995929572094441,0.6918563917526687,-0.6938557064769837,-0.6931471805599453,-1.8246905554713422,-1.1666391292084024,-1.131606815631501,-0.879179236263853,-1.4192686795085032,-1.0126253941551981,0.4000083257566007,0.059978570016953815,1.0,1.2723606993692766,1.1361699874697113,1.0,1.0
0.0,-2.995929572094441,0.6918563917526687,-0.6938557064769837,-0.6931471805599453,-1.8246905554713422,-1.1666391292084024,-1.131606815631501,-0.879179236263853,-1.4192686795085032,-1.012625379065904,0.4000083406577619,0.059978570016953815,1.0,1.2723606993692766,1.1361699874697113,1.0,1.0
0.0,-2.995929572094441,0.6918563917526687,-0.6938557064769837,-0.6931471805599453,-1.8246905554713422,-1.1666391292084024,-1.131606815631501,-0.879179236263853,-1.4192686795085032,-1.012625379065904,0.4000083257566007,0.05997858491811501,1.0,1.2723606993692766,1.1361699874697113,1.0,1.0
0.0,-2.995929572094441,0.6918563917526687,-0.6938557064769837,-0.6931471805599453,-1.8246905554713422,-1.1666391292084024,-1.131606815631501,-0.879179236263853,-1.4192686795085032,-1.012625379065904,0.4000083257566007,0.059978570016953815,1.0,1.2723607183289285,1.1361699874697113,1.0,1.0
0.0,-2.995929572094441,0.6918563917526687,-0.6938557064769837,-0.6931471805599453,-1.8246905554713422,-1.1666391292084024,-1.131606815631501,-0.879179236263853,-1.4192686795085032,-1.012625379065904,0.4000083257566007,0.059978570016953815,1.0,1.2723606993692766,1.1361700043999634,1.0,1.0
1.0,-2.9959296845399033,0.6918576622949731,-0.6938536087276608,-0.6931471805599453,-1.824538425686048,-1.1667061889442119,-1.1314622479008425,-0.8792435371051631,-1.4191242326587623,-1.012683709086284,0.4000083527415824,0.05997858792047078,1.0,1.2723825351724525,1.1361915445360744,1.0,1.0
1.0,-2.9959297291827345,0.6918576622949731,-0.6938536087276608,-0.6931471805599453,-1.824538425686048,-1.1667061889442119,-1.1314622479008425,-0.8792435371051631,-1.4191242326587623,-1.012683709086284,0.4000083527415824,0.05997858792047078,1.0,1.2723825351724525,1.1361915445360744,1.0,1.0
1.0,-2.9959296845399033,0.6918576771961343,-0.6938536087276608,-0.6931471805599453,-1.824538425686048,-1.1667061889442119,-1.1314622479008425,-0.8792435371051631,-1.4191242326587623,-1.012683709086284,0.4000083527415824,0.05997858792047078,1.0,1.2723825351724525,1.1361915445360744,1.0,1.0
1.0,-2.9959296845399033,0.6918576622949731,-0.693853623628822,-0.6931471805599453,-1.824538425686048,-1.1667061889442119,-1.1314622479008425,-0.8792435371051631,-1.4191242326587623,-1.012683709086284,0.4000083527415824,0.05997858792047078,1.0,1.2723825351724525,1.1361915445360744,1.0,1.0
1.0,-2.9959296845399033,0.6918576622949731,-0.6938536087276608,-0.6931471805599453,-1.8245384528737891,-1.1667061889442119,-1.1314622479008425,-0.8792435371051631,-1.4191242326587623,-1.012683709086284,0.4000083527415824,0.05997858792047078,1.0,1.2723825351724525,1.1361915445360744,1.0,1.0
1.0,-2.9959296845399033,0.6918576622949731,-0.6938536087276608,-0.6931471805599453,-1.824538425686048,-1.1667062063294888,-1.1314622479008425,-0.8792435371051631,-1.4191242326587623,-1.012683709086284,0.4000083527415824,0.05997858792047078,1.0,1.2723825351724525,1.1361915445360744,1.0,1.0
1.0,-2.9959296845399033,0.6918576622949731,-0.6938536087276608,-0.6931471805599453,-1.824538425686048,-1.1667061889442119,-1.1314622647609438,-0.8792435371051631,-1.4191242326587623,-1.012683709086284,0.4000083527415824,0.05997858792047078,1.0,1.2723825351724525,1.1361915445360744,1.0,1.0
1.0,-2.9959296845399033,0.6918576622949731,-0.6938536087276608,-0.6931471805599453,-1.824538425686048,-1.1667061889442119,-1.1314622479008425,-0.8792435520063243,-1.4191242326587623,-1.012683709086284,0.4000083527415824,0.05997858792047078,1.0,1.2723825351724525,1.1361915445360744,1.0,1.0
1.0,-2.9959296845399033,0.6918576622949731,-0.6938536087276608,-0.6931471805599453,-1.824538425686048,-1.1667061889442119,-1.1314622479008425,-0.8792435371051631,-1.4191242538053612,-1.012683709086284,0.4000083527415824,0.05997858792047078,1.0,1.2723825351724525,1.1361915445360744,1.0,1.0
1.0,-2.9959296845399033,0.6918576622949731,-0.6938536087276608,-0.6931471805599453,-1.824538425686048,-1.1667061889442119,-1.1314622479008425,-0.8792435371051631,-1.4191242326587623,-1.012683724176447,0.4000083527415824,0.05997858792047078,1.0,1.2723825351724525,1.1361915445360744,1.0,1.0
1.0,-2.9959296845399033,0.6918576622949731,-0.6938536087276608,-0.6931471805599453,-1.824538425686048,-1.1667061889442119,-1.1314622479008425,-0.8792435371051631,-1.4191242326587623,-1.012683709086284,0.4000083676427436,0.05997858792047078,1.0,1.2723825351724525,1.1361915445360744,1.0,1.0
1.0,-2.9959296845399033,0.6918576622949731,-0.6938536087276608,-0.6931471805599453,-1.824538425686048,-1.1667061889442119,-1.1314622479008425,-0.8792435371051631,-1.4191242326587623,-1.012683709086284,0.4000083527415824,0.05997860282163198,1.0,1.2723825351724525,1.1361915445360744,1.0,1.0
1.0,-2.9959296845399033,0.6918576622949731,-0.6938536087276608,-0.6931471805599453,-1.824538425686048,-1.1667061889442119,-1.1314622479008425,-0.8792435371051631,-1.4191242326587623,-1.012683709086284,0.4000083527415824,0.05997858792047078,1.0,1.2723825541324298,1.1361915445360744,1.0,1.0
1.0,-2.9959296845399033,0.6918576622949731,-0.6938536087276608,-0.6931471805599453,-1.824538425686048,-1.1667061889442119,-1.1314622479008425,-0.8792435371051631,-1.4191242326587623,-1.012683709086284,0.4000083527415824,0.05997858792047078,1.0,1.2723825351724525,1.1361915614666478,1.0,1.0
2.0,-2.9959296850346764,0.6918576450182989,-0.6938536169690394,-0.6931471805599453,-1.824538371725138,-1.1667061899421296,-1.1314621990376437,-0.8792435407350033,-1.419124182048279,-1.0126837116451666,0.4000083527253243,0.05997858790685929,1.0,1.272382539998561,1.1361915467634982,1.0,1.0
2.0,-2.9959296839524154,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622361525246,-0.8792435392462077,-1.4191242207160235,-1.0126837119700771,0.4000083526778833,0.059978587857692,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
2.0,-2.9959297285952466,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622361525246,-0.8792435392462077,-1.4191242207160235,-1.0126837119700771,0.4000083526778833,0.059978587857692,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
2.0,-2.9959296839524154,0.6918576766792487,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622361525246,-0.8792435392462077,-1.4191242207160235,-1.0126837119700771,0.4000083526778833,0.059978587857692,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
2.0,-2.9959296839524154,0.6918576617780875,-0.6938536172859225,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622361525246,-0.8792435392462077,-1.4191242207160235,-1.0126837119700771,0.4000083526778833,0.059978587857692,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
2.0,-2.9959296839524154,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538440284964,-1.1667061927438718,-1.1314622361525246,-0.8792435392462077,-1.4191242207160235,-1.0126837119700771,0.4000083526778833,0.059978587857692,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
2.0,-2.9959296839524154,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667062101291488,-1.1314622361525246,-0.8792435392462077,-1.4191242207160235,-1.0126837119700771,0.4000083526778833,0.059978587857692,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
2.0,-2.9959296839524154,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622530126257,-0.8792435392462077,-1.4191242207160235,-1.0126837119700771,0.4000083526778833,0.059978587857692,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
2.0,-2.9959296839524154,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622361525246,-0.879243554147369,-1.4191242207160235,-1.0126837119700771,0.4000083526778833,0.059978587857692,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
2.0,-2.9959296839524154,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622361525246,-0.8792435392462077,-1.4191242418626222,-1.0126837119700771,0.4000083526778833,0.059978587857692,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
2.0,-2.9959296839524154,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622361525246,-0.8792435392462077,-1.4191242207160235,-1.0126837270602405,0.4000083526778833,0.059978587857692,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
2.0,-2.9959296839524154,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622361525246,-0.8792435392462077,-1.4191242207160235,-1.0126837119700771,0.4000083675790445,0.059978587857692,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
2.0,-2.9959296839524154,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622361525246,-0.8792435392462077,-1.4191242207160235,-1.0126837119700771,0.4000083526778833,0.059978602758853194,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
2.0,-2.9959296839524154,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622361525246,-0.8792435392462077,-1.4191242207160235,-1.0126837119700771,0.4000083526778833,0.059978587857692,1.0,1.2723825570372878,1.136191545768151,1.0,1.0
2.0,-2.9959296839524154,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622361525246,-0.8792435392462077,-1.4191242207160235,-1.0126837119700771,0.4000083526778833,0.059978587857692,1.0,1.2723825380773104,1.1361915626987245,1.0,1.0
3.0,-2.9959296839524154,0.6918576617780875,-0.6938536023847613,-0.6931471805599453,-1.824538413097223,-1.1667061927438718,-1.1314622361525246,-0.8792435392462077,-1.4191242207160235,-1.0126837119700771,0.4000083526778833,0.059978587857692,1.0,1.2723825380773104,1.136191545768151,1.0,1.0
