iteration,rates.k1,rates.k2,rates.k3,inputs.1,inputs.2,inputs.3,inputs.7,inputs.8,inputs.9,inputs.10,irf.center1,irf.center2,irf.center3,irf.width,irf.dispc,irf.disp1,irf.disp2,scale.1,scale.2,scale.3,pen.1,area.1
0.0,-2.997734276224664,0.8372475245337022,-0.6753072624316143,-0.6931471805599453,-1.7147984280919266,-1.194022473472768,-0.9493305859523552,-0.9314043696842031,-1.2447947988461912,-1.0441241189427015,0.4,0.41,0.42,0.05998,500.0,0.01,0.001,1.0,1.30557,1.1635,1.0,1.0
0.0,-2.997734276224664,0.8372475245337022,-0.6753072624316143,-0.6931471805599453,-1.7147984280919266,-1.194022473472768,-0.9493305859523552,-0.9314043696842031,-1.2447947988461912,-1.04412410338404,0.4000000149011612,0.41,0.42,0.05998,500.0,0.01,0.001,1.0,1.30557,1.1635,1.0,1.0
0.0,-2.997734276224664,0.8372475245337022,-0.6753072624316143,-0.6931471805599453,-1.7147984280919266,-1.194022473472768,-0.9493305859523552,-0.9314043696842031,-1.2447947988461912,-1.04412410338404,0.4,0.41000001490116117,0.42,0.05998,500.0,0.01,0.001,1.0,1.30557,1.1635,1.0,1.0
0.0,-2.997734276224664,0.8372475245337022,-0.6753072624316143,-0.6931471805599453,-1.7147984280919266,-1.194022473472768,-0.9493305859523552,-0.9314043696842031,-1.2447947988461912,-1.04412410338404,0.4,0.41,0.4200000149011612,0.05998,500.0,0.01,0.001,1.0,1.30557,1.1635,1.0,1.0
0.0,-2.997734276224664,0.8372475245337022,-0.6753072624316143,-0.6931471805599453,-1.7147984280919266,-1.194022473472768,-0.9493305859523552,-0.9314043696842031,-1.2447947988461912,-1.04412410338404,0.4,0.41,0.42,0.05998001490116119,500.0,0.01,0.001,1.0,1.30557,1.1635,1.0,1.0
0.0,-2.997734276224664,0.8372475245337022,-0.6753072624316143,-0.6931471805599453,-1.7147984280919266,-1.194022473472768,-0.9493305859523552,-0.9314043696842031,-1.2447947988461912,-1.04412410338404,0.4,0.41,0.42,0.05998,500.0,0.010000014901161194,0.001,1.0,1.30557,1.1635,1.0,1.0
0.0,-2.997734276224664,0.8372475245337022,-0.6753072624316143,-0.6931471805599453,-1.7147984280919266,-1.194022473472768,-0.9493305859523552,-0.9314043696842031,-1.2447947988461912,-1.04412410338404,0.4,0.41,0.42,0.05998,500.0,0.01,0.0010000149011611939,1.0,1.30557,1.1635,1.0,1.0
0.0,-2.997734276224664,0.8372475245337022,-0.6753072624316143,-0.6931471805599453,-1.7147984280919266,-1.194022473472768,-0.9493305859523552,-0.9314043696842031,-1.2447947988461912,-1.04412410338404,0.4,0.41,0.42,0.05998,500.0,0.01,0.001,1.0,1.305570019454509,1.1635,1.0,1.0
0.0,-2.997734276224664,0.8372475245337022,-0.6753072624316143,-0.6931471805599453,-1.7147984280919266,-1.194022473472768,-0.9493305859523552,-0.9314043696842031,-1.2447947988461912,-1.04412410338404,0.4,0.41,0.42,0.05998,500.0,0.01,0.001,1.0,1.30557,1.163500017337501,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.995916051595051,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975671251194,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619515607034,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.716832569399981,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941206058083007,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793902029342,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891260191557,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.245874901444811,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717785445084,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046569140023,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999998245966934,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000003001252806,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.059980805191956754,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999981356654489,0.0009999491260563851,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.000999964027217579,1.0,1.3055688236112122,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688430657038,1.1635413289830565,1.0,1.0
0.0,-2.9959160069524238,0.8374975522239582,-0.6746619366595422,-0.6931471805599453,-1.7168325438171825,-1.1941205880145174,-0.9496793753017732,-0.9311891111179945,-1.2458748828798285,-1.0435717629940773,0.4000046420128411,0.40999996755850815,0.42000001511136686,0.05998079029079556,500.0,0.009999966455493295,0.0009999491260563851,1.0,1.3055688236112122,1.1635413463211735,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915827626763,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.837503959478563,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.6746526579750795,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434776798642,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159382520041,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858231714194,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826854045686,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848675488068,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650557498164,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046395781988,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000150389504,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000001497877804,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.0599808058219534,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.01000001488793816,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000150777167275,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.305569164819597,1.1635417577879419,1.0,1.0
1.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417751260653,1.0,1.0
2.0,-2.9959157829874297,0.8375039446675906,-0.6746526430819688,-0.6931471805599453,-1.7168434516744273,-1.1941159203519471,-0.9496858077906127,-0.9311826703859408,-1.2458848485435368,-1.0435650400970096,0.4000046246771045,0.41000000013789617,0.4200000000776912,0.05998079092079152,500.0,0.009999999987373803,0.0010000001771849328,1.0,1.3055691454550642,1.1635417578327767,1.0,1.0
3.0,-2.995915782984139,0.8375039445774018,-0.674652643073918,-0.6931471805599453,-1.7168434520969031,-1.1941159204582903,-0.9496858082702582,-0.9311826705034074,-1.2458848489836758,-1.0435650401994856,0.4000046246770376,0.4100000001377892,0.42000000007761684,0.059980790920792205,500.0,0.009999999986776966,0.0010000001765555337,1.0,1.3055691453651008,1.1635417577879419,1.0,1.0
