iteration,rates.k1,rates.k2,rates.k3,inputs.1,inputs.2,inputs.3,inputs.7,inputs.8,inputs.9,inputs.10,irf.center1,irf.center2,irf.center3,irf.width1,irf.width2,scale.1,scale.2,scale.3,area.1
0.0,-2.9964701457147096,0.6889885454110863,-0.6951291433512578,-0.6931471805599453,-1.4176199231627995,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379583,-0.9162307336740831,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.996470101063825,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885556778157,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291329930263,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199020386164,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566847577452,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.8240553868483322,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312295223512,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.341637785364624,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928755945626,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811708087537,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307200211814,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.203669165820591,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275317115178,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.4090406165404716,1.000000082690371e-10,-0.12777462323559857,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.1277746213316083,4.286753954166449,1.0
0.0,-2.9964701457147096,0.6889885454110865,-0.6951291433512576,-0.6931471805599453,-1.4176199231627993,-1.0128566998504862,-1.824055414028876,-1.1661312468990608,-2.3416378202577466,-1.569928779339388,-0.6931811811379582,-0.9162307336740833,-1.2036691837566595,-2.8140275736437963,-2.409040652437975,1.000000082690371e-10,-0.12777462323559857,4.286754018044061,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.9970393709121015,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171112860368,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.686636243556791,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155346097467,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999787162656,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.876966527802137,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099458804356,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451260661821893,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568940943868602,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.6936854004054148,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.9167597648079379,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706802985779074,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181144908056,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840066297743,1.000000082690371e-10,-0.12728492395759633,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.1272849220609031,4.224337592047391,1.0
0.0,-2.997039415571469,0.6929171009607674,-0.6866362537884684,-0.6931471805599453,-1.4663155564595511,-0.9904999934758657,-1.8769665557711182,-1.1477099629826468,-2.5451261041075237,-1.6568941190765065,-0.693685410742133,-0.916759778468723,-0.8706803115520552,-2.8180181564825486,-1.5424840296145774,1.000000082690371e-10,-0.12728492395759633,4.224337654994926,1.0
0.0,-2.9965844702079916,0.6890613255067328,-0.6942174572887984,-0.6931471805599453,-1.4191072763113908,-1.0107841897249634,-1.8254648618640297,-1.1640824118252258,-2.2944917448508173,-1.5845850867413596,-0.693219401041471,-0.916250931814463,-0.77559571231454,-2.814318355856659,-2.037785948255224,1.000000082690371e-10,-0.12777376269509313,4.284287207802297,1.0
0.0,-2.9965844255554033,0.6890613255067328,-0.6942174572887984,-0.6931471805599453,-1.4191072763113908,-1.0107841897249634,-1.8254648618640297,-1.1640824118252258,-2.2944917448508173,-1.5845850867413596,-0.693219401041471,-0.916250931814463,-0.77559571231454,-2.814318355856659,-2.037785948255224,1.000000082690371e-10,-0.12777376269509313,4.284287207802297,1.0
